Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.0,20.8,72,ESE,4 2,6 3,1023.2,0.0,2025-10-15
11:00 pm,20.4,21.2,70,ESE,4 2,6 3,1023.5,0.0,2025-10-15
10:30 pm,20.8,21.6,69,E,4 2,9 5,1023.3,0.0,2025-10-15
10:00 pm,21.2,21.6,67,E,6 3,9 5,1023.2,0.0,2025-10-15
9:30 pm,21.5,21.8,67,ENE,7 4,13 7,1023.2,0.0,2025-10-15
9:00 pm,21.7,21.7,67,ENE,9 5,15 8,1023.1,0.0,2025-10-15
8:30 pm,21.8,21.9,67,ENE,9 5,17 9,1023.0,0.0,2025-10-15
8:00 pm,21.9,22.0,67,ENE,9 5,15 8,1022.7,0.0,2025-10-15
7:30 pm,22.2,21.9,66,ENE,11 6,19 10,1022.3,0.0,2025-10-15
7:00 pm,22.5,22.1,67,ENE,13 7,24 13,1021.9,0.0,2025-10-15
6:30 pm,22.7,23.3,70,ENE,9 5,20 11,1021.3,0.0,2025-10-15
