Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,22.4,24.3,79,NNE,6 3,13 7,1016.5,0.0,2025-10-10
11:00 pm,22.6,24.7,80,N,6 3,15 8,1017.0,0.0,2025-10-10
10:30 pm,22.7,25.2,80,NNE,4 2,9 5,1017.1,0.0,2025-10-10
10:00 pm,22.9,24.9,79,N,7 4,15 8,1017.2,0.0,2025-10-10
9:30 pm,23.1,25.3,79,N,6 3,15 8,1017.1,0.0,2025-10-10
9:00 pm,23.1,25.1,78,NNE,7 4,17 9,1017.3,0.0,2025-10-10
8:30 pm,23.2,24.7,77,NNE,9 5,17 9,1017.3,0.0,2025-10-10
8:00 pm,23.2,24.5,75,NNE,9 5,19 10,1017.3,0.0,2025-10-10
7:30 pm,23.3,25.0,74,NNE,7 4,17 9,1016.9,0.0,2025-10-10
7:00 pm,23.4,25.0,73,NE,7 4,13 7,1016.5,0.0,2025-10-10
6:30 pm,23.7,25.0,72,NE,9 5,17 9,1016.3,0.0,2025-10-10
6:00 pm,23.9,25.2,72,NNE,9 5,24 13,1016.1,0.0,2025-10-10
5:30 pm,24.3,25.6,70,NNE,9 5,26 14,1015.6,0.0,2025-10-10
5:00 pm,24.8,25.3,67,NNE,13 7,28 15,1015.6,0.0,2025-10-10
4:30 pm,25.5,26.5,66,NNE,11 6,22 12,1015.4,0.0,2025-10-10
4:00 pm,26.3,27.4,63,NNE,11 6,20 11,1015.5,0.0,2025-10-10
3:30 pm,25.9,26.2,65,NNE,15 8,24 13,1015.6,0.0,2025-10-10
3:00 pm,26.5,26.9,63,NNE,15 8,28 15,1015.6,0.0,2025-10-10
2:30 pm,27.1,28.1,60,NE,11 6,20 11,1016.1,0.0,2025-10-10
2:00 pm,26.8,27.0,60,NNE,15 8,30 16,1016.3,0.0,2025-10-10
1:30 pm,28.0,29.5,58,NNE,9 5,17 9,1016.4,0.0,2025-10-10
1:00 pm,28.0,28.5,56,NE,13 7,24 13,1016.8,0.0,2025-10-10
12:30 pm,27.6,28.6,61,NE,13 7,22 12,1017.5,0.0,2025-10-10
12:00 pm,28.2,29.9,59,NE,9 5,20 11,1017.9,0.0,2025-10-10
11:30 am,28.4,30.0,60,NE,11 6,20 11,1018.2,0.0,2025-10-10
11:00 am,27.2,28.7,60,NNE,9 5,20 11,1018.7,0.0,2025-10-10
10:30 am,27.6,29.1,62,NNE,11 6,22 12,1019.2,0.0,2025-10-10
10:00 am,26.9,28.6,60,N,7 4,20 11,1019.2,0.0,2025-10-10
9:30 am,27.0,28.4,57,N,7 4,15 8,1019.7,0.0,2025-10-10
9:00 am,26.4,27.2,57,N,9 5,20 11,1019.9,0.0,2025-10-10
8:30 am,26.1,27.5,60,NNW,7 4,17 9,1019.8,0.0,2025-10-10
8:00 am,24.5,25.6,67,NNW,9 5,20 11,1019.5,0.0,2025-10-10
7:30 am,24.2,25.3,68,N,9 5,15 8,1019.3,0.0,2025-10-10
7:00 am,23.4,25.5,72,N,4 2,7 4,1019.1,0.0,2025-10-10
6:30 am,22.2,24.1,80,N,6 3,15 8,1019.2,0.0,2025-10-10
6:00 am,20.5,23.4,91,N,2 1,4 2,1019.7,0.0,2025-10-10
5:30 am,19.7,22.7,93,CALM,0 0,0 0,1019.9,0.0,2025-10-10
5:00 am,19.3,22.2,94,CALM,0 0,0 0,1019.5,0.0,2025-10-10
4:30 am,19.4,21.8,91,WNW,2 1,2 1,1019.3,0.0,2025-10-10
4:00 am,19.7,22.3,92,WNW,2 1,6 3,1019.2,0.0,2025-10-10
3:30 am,19.6,22.4,90,CALM,0 0,0 0,1019.0,0.0,2025-10-10
3:00 am,20.1,22.7,90,N,2 1,6 3,1018.5,0.0,2025-10-10
2:30 am,20.3,23.2,87,CALM,0 0,6 3,1018.8,0.0,2025-10-10
2:00 am,20.7,23.3,87,N,2 1,7 4,1018.5,0.0,2025-10-10
1:30 am,21.0,22.9,86,N,6 3,11 6,1018.2,0.0,2025-10-10
1:00 am,21.1,23.5,87,N,4 2,11 6,1018.1,0.0,2025-10-10
12:30 am,21.4,23.5,86,N,6 3,13 7,1018.4,0.0,2025-10-10
12:00 am,21.8,24.5,86,N,4 2,9 5,1018.6,0.0,2025-10-10
