Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.4,6.0,80,NE,7 4,11 6,1015.2,0.2,2024-06-27
11:00 pm,7.8,5.8,80,SSW,4 2,9 5,1014.8,0.2,2024-06-27
10:30 pm,8.3,5.8,79,NW,7 4,11 6,1014.5,0.2,2024-06-27
10:00 pm,8.8,7.0,78,SW,4 2,9 5,1014.3,0.2,2024-06-27
9:30 pm,8.9,6.7,78,W,6 3,11 6,1014.3,0.2,2024-06-27
9:00 pm,10.0,7.7,74,WNW,7 4,17 9,1013.8,0.2,2024-06-27
8:30 pm,9.2,6.8,77,WSW,7 4,11 6,1013.5,0.2,2024-06-27
8:00 pm,9.8,7.4,73,WNW,7 4,15 8,1013.0,0.2,2024-06-27
7:30 pm,10.5,6.3,71,NW,17 9,28 15,1012.6,0.2,2024-06-27
7:00 pm,10.8,5.3,72,NNW,24 13,35 19,1012.3,0.2,2024-06-27
6:30 pm,10.5,4.6,73,NNW,26 14,33 18,1012.0,0.2,2024-06-27
6:00 pm,10.8,5.7,72,NNW,22 12,32 17,1011.7,0.2,2024-06-27
5:30 pm,10.7,5.6,73,NNW,22 12,35 19,1011.4,0.2,2024-06-27
5:00 pm,10.7,6.0,72,NNW,20 11,30 16,1011.1,0.2,2024-06-27
4:30 pm,11.1,5.9,69,NNW,22 12,35 19,1010.9,0.2,2024-06-27
4:00 pm,11.1,6.2,67,NNW,20 11,30 16,1010.7,0.2,2024-06-27
3:30 pm,11.1,5.0,66,NW,26 14,39 21,1010.2,0.2,2024-06-27
3:00 pm,11.3,4.8,63,NW,28 15,43 23,1009.9,0.2,2024-06-27
2:30 pm,11.5,5.0,62,NW,28 15,41 22,1009.6,0.2,2024-06-27
2:00 pm,11.1,6.0,63,NNW,20 11,32 17,1009.5,0.2,2024-06-27
1:30 pm,11.0,5.1,62,NNW,24 13,39 21,1009.5,0.2,2024-06-27
1:00 pm,10.3,5.1,64,NW,20 11,28 15,1009.9,0.0,2024-06-27
12:30 pm,10.2,5.6,64,N,17 9,26 14,1010.4,0.0,2024-06-27
12:00 pm,10.2,4.6,63,N,22 12,32 17,1010.5,0.0,2024-06-27
11:30 am,10.1,4.1,62,N,24 13,33 18,1010.8,0.0,2024-06-27
11:00 am,10.0,4.0,63,NNW,24 13,33 18,1011.3,0.0,2024-06-27
10:30 am,9.1,3.4,66,NNW,22 12,35 19,1011.6,0.0,2024-06-27
10:00 am,9.2,1.6,65,NNW,32 17,41 22,1011.3,0.0,2024-06-27
9:30 am,9.0,1.4,65,NNW,32 17,43 23,1010.9,0.0,2024-06-27
9:00 am,8.5,2.8,68,NW,22 12,32 17,1010.8,1.2,2024-06-27
8:30 am,8.3,2.6,69,NW,22 12,32 17,1010.8,1.2,2024-06-27
8:00 am,7.8,1.7,70,NW,24 13,35 19,1010.8,1.2,2024-06-27
7:30 am,7.5,1.4,73,NW,24 13,41 22,1010.4,1.2,2024-06-27
7:00 am,7.6,0.0,72,NNW,32 17,46 25,1009.8,1.2,2024-06-27
6:30 am,7.6,0.7,71,NNW,28 15,39 21,1009.6,1.2,2024-06-27
