Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,10.4,8.3,72,SW,6 3,9 5,1025.5,0.0,2025-08-02
5:00 pm,11.7,9.0,66,W,9 5,13 7,1025.5,0.0,2025-08-02
4:30 pm,12.7,9.7,64,WSW,11 6,17 9,1025.7,0.0,2025-08-02
4:00 pm,13.7,11.4,59,WSW,7 4,13 7,1025.5,0.0,2025-08-02
3:30 pm,13.4,11.2,61,SW,7 4,11 6,1025.5,0.0,2025-08-02
3:00 pm,13.1,10.8,61,SSW,7 4,13 7,1025.7,0.0,2025-08-02
2:30 pm,13.5,10.5,61,WSW,11 6,17 9,1025.9,0.0,2025-08-02
2:00 pm,13.2,10.4,58,W,9 5,13 7,1026.3,0.0,2025-08-02
1:30 pm,12.9,10.2,62,WSW,9 5,13 7,1026.5,0.0,2025-08-02
1:00 pm,13.0,11.1,57,SW,4 2,9 5,1026.8,0.0,2025-08-02
12:30 pm,12.9,11.8,59,CALM,0 0,0 0,1026.9,0.0,2025-08-02
12:00 pm,12.8,11.3,59,ESE,2 1,7 4,1027.5,0.0,2025-08-02
11:30 am,12.2,9.9,60,NE,6 3,7 4,1028.1,0.0,2025-08-02
11:00 am,12.3,10.4,69,WSW,6 3,11 6,1028.6,0.0,2025-08-02
10:30 am,11.6,10.1,73,WNW,4 2,7 4,1029.0,0.0,2025-08-02
10:00 am,11.2,9.3,74,NNW,6 3,7 4,1028.9,0.0,2025-08-02
9:30 am,10.7,9.6,77,NNW,2 1,7 4,1028.6,0.0,2025-08-02
9:00 am,9.8,7.9,80,NNW,6 3,9 5,1028.4,0.0,2025-08-02
8:30 am,9.1,8.0,85,NNE,2 1,7 4,1028.3,0.0,2025-08-02
8:00 am,8.5,7.4,90,E,2 1,6 3,1028.1,0.0,2025-08-02
7:30 am,7.9,7.0,89,CALM,0 0,0 0,1028.1,0.0,2025-08-02
7:00 am,7.9,7.0,89,CALM,0 0,0 0,1028.1,0.0,2025-08-02
6:30 am,7.9,7.0,89,CALM,0 0,0 0,1027.6,0.0,2025-08-02
6:00 am,7.9,7.0,88,CALM,0 0,0 0,1027.4,0.0,2025-08-02
5:30 am,7.5,5.4,90,SSE,6 3,7 4,1027.2,0.0,2025-08-02
5:00 am,7.4,6.1,91,NE,2 1,7 4,1026.9,0.0,2025-08-02
4:30 am,7.1,5.0,90,NE,6 3,9 5,1026.9,0.0,2025-08-02
4:00 am,6.9,5.9,90,CALM,0 0,6 3,1026.9,0.0,2025-08-02
3:30 am,6.6,4.8,93,SSE,4 2,7 4,1027.1,0.0,2025-08-02
3:00 am,6.0,4.5,93,SE,2 1,6 3,1027.2,0.0,2025-08-02
2:30 am,6.4,4.9,92,NNE,2 1,7 4,1027.3,0.0,2025-08-02
2:00 am,7.0,4.8,90,ENE,6 3,7 4,1027.4,0.0,2025-08-02
1:30 am,6.7,5.3,93,ESE,2 1,6 3,1027.7,0.0,2025-08-02
1:00 am,7.1,5.4,92,SE,4 2,6 3,1027.7,0.0,2025-08-02
12:30 am,6.1,5.0,94,CALM,0 0,0 0,1027.9,0.0,2025-08-02
12:00 am,6.2,4.0,93,SSE,6 3,7 4,1027.9,0.0,2025-08-02
