Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,12.7,12.2,73,CALM,0 0,0 0,1029.1,0.0,2024-08-10
5:30 pm,13.7,12.8,68,SW,2 1,7 4,1028.8,0.0,2024-08-10
5:00 pm,15.0,13.7,62,SSW,4 2,9 5,1028.5,0.0,2024-08-10
4:30 pm,16.0,14.4,59,SSW,6 3,9 5,1028.3,0.0,2024-08-10
4:00 pm,16.1,13.8,56,SSW,9 5,13 7,1028.2,0.0,2024-08-10
3:30 pm,15.9,13.7,59,S,9 5,13 7,1028.3,0.0,2024-08-10
3:00 pm,15.7,12.9,62,SSW,13 7,17 9,1028.4,0.0,2024-08-10
2:30 pm,16.4,14.3,58,SSW,9 5,15 8,1028.4,0.0,2024-08-10
2:00 pm,17.1,16.1,52,N,2 1,7 4,1028.4,0.0,2024-08-10
1:30 pm,16.5,14.8,56,NE,6 3,7 4,1028.7,0.0,2024-08-10
1:00 pm,16.4,15.1,62,S,6 3,11 6,1029.0,0.0,2024-08-10
12:30 pm,15.4,13.7,63,S,7 4,13 7,1029.4,0.0,2024-08-10
12:00 pm,15.2,13.5,64,SSW,7 4,15 8,1029.6,0.0,2024-08-10
11:30 am,15.1,13.5,62,S,6 3,9 5,1029.9,0.0,2024-08-10
11:00 am,14.2,12.5,64,S,6 3,11 6,1030.1,0.0,2024-08-10
10:30 am,13.3,11.9,67,N,4 2,7 4,1030.0,0.0,2024-08-10
10:00 am,11.2,9.2,77,NE,7 4,11 6,1030.0,0.0,2024-08-10
9:30 am,8.9,6.8,85,NNE,7 4,11 6,1029.8,0.0,2024-08-10
9:00 am,8.5,6.4,87,NNE,7 4,13 7,1029.7,0.0,2024-08-10
8:30 am,8.0,5.8,89,NNE,7 4,11 6,1029.6,0.0,2024-08-10
8:00 am,7.7,5.1,90,NNE,9 5,13 7,1029.2,0.0,2024-08-10
7:30 am,7.8,5.6,90,NNE,7 4,11 6,1028.9,0.0,2024-08-10
7:00 am,7.7,5.1,91,NNE,9 5,11 6,1028.6,0.0,2024-08-10
6:30 am,7.7,5.1,90,NE,9 5,13 7,1028.5,0.0,2024-08-10
6:00 am,7.6,5.4,90,NE,7 4,11 6,1028.2,0.0,2024-08-10
5:30 am,7.7,5.5,90,NNE,7 4,9 5,1028.0,0.0,2024-08-10
5:00 am,7.8,5.6,89,NNE,7 4,13 7,1027.7,0.0,2024-08-10
4:30 am,7.9,5.7,89,NNE,7 4,11 6,1027.7,0.0,2024-08-10
4:00 am,8.1,5.5,87,NE,9 5,13 7,1027.6,0.0,2024-08-10
3:30 am,8.4,5.8,85,NNE,9 5,11 6,1027.6,0.0,2024-08-10
3:00 am,8.5,6.5,85,NNE,6 3,9 5,1027.6,0.0,2024-08-10
2:30 am,8.8,6.2,83,NNE,9 5,11 6,1027.6,0.0,2024-08-10
2:00 am,9.2,6.9,80,NNE,7 4,11 6,1027.5,0.0,2024-08-10
1:30 am,9.3,6.7,79,NE,9 5,13 7,1027.5,0.0,2024-08-10
1:00 am,9.5,6.9,79,NE,9 5,13 7,1027.4,0.0,2024-08-10
12:30 am,9.7,7.1,79,NE,9 5,13 7,1027.4,0.0,2024-08-10
12:00 am,10.0,7.4,78,NE,9 5,13 7,1027.3,0.0,2024-08-10
