Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,10.5,8.3,70,S,6 3,9 5,1020.2,0.0,2023-06-19
5:00 pm,11.4,8.1,64,SSW,11 6,19 10,1019.9,0.0,2023-06-19
4:30 pm,12.3,8.6,59,SW,13 7,20 11,1019.8,0.0,2023-06-19
4:00 pm,12.9,8.9,58,SW,15 8,26 14,1019.8,0.0,2023-06-19
3:30 pm,13.2,8.8,56,WSW,17 9,26 14,1019.4,0.0,2023-06-19
3:00 pm,13.3,9.5,61,SW,15 8,28 15,1018.9,0.0,2023-06-19
2:30 pm,13.4,9.3,62,WSW,17 9,26 14,1018.7,0.0,2023-06-19
2:00 pm,13.7,9.9,58,SW,15 8,26 14,1018.6,0.0,2023-06-19
1:30 pm,13.3,9.7,57,SSW,13 7,26 14,1018.6,0.0,2023-06-19
1:00 pm,13.5,9.3,60,SSW,17 9,28 15,1018.5,0.0,2023-06-19
12:30 pm,13.3,8.6,58,SW,19 10,28 15,1018.6,0.0,2023-06-19
12:00 pm,13.7,9.0,56,SW,19 10,28 15,1018.6,0.0,2023-06-19
11:30 am,13.8,9.0,55,SW,19 10,28 15,1018.6,0.0,2023-06-19
11:00 am,13.3,8.4,58,SW,20 11,43 23,1018.6,0.0,2023-06-19
10:30 am,13.2,8.3,58,SW,20 11,35 19,1018.4,0.0,2023-06-19
10:00 am,13.1,8.4,59,SW,19 10,32 17,1018.0,0.0,2023-06-19
9:30 am,12.3,7.8,66,SW,19 10,30 16,1017.6,0.0,2023-06-19
9:00 am,12.0,8.3,67,SW,15 8,28 15,1017.2,10.0,2023-06-19
8:30 am,11.7,8.7,77,SW,13 7,24 13,1016.9,10.0,2023-06-19
8:00 am,10.5,7.2,84,SW,15 8,26 14,1016.8,10.0,2023-06-19
7:30 am,10.5,8.1,89,WSW,11 6,20 11,1016.3,9.6,2023-06-19
7:00 am,10.9,8.1,86,SW,13 7,26 14,1015.9,9.0,2023-06-19
6:30 am,11.6,9.3,84,SW,11 6,20 11,1015.5,8.8,2023-06-19
6:00 am,11.5,8.5,86,SW,15 8,24 13,1015.0,8.8,2023-06-19
5:30 am,11.5,9.6,94,SW,11 6,17 9,1014.5,8.8,2023-06-19
5:11 am,11.5,9.3,96,SW,13 7,24 13,1014.4,8.8,2023-06-19
5:08 am,11.5,9.0,96,SW,15 8,24 13,1014.2,8.8,2023-06-19
5:00 am,11.5,7.6,96,WSW,22 12,54 29,1014.1,8.8,2023-06-19
4:54 am,11.7,6.7,95,WNW,28 15,54 29,1013.7,8.4,2023-06-19
4:45 am,12.1,8.7,94,WNW,20 11,32 17,1013.6,7.2,2023-06-19
4:30 am,11.9,8.5,95,WNW,20 11,37 20,1013.4,7.2,2023-06-19
4:29 am,11.9,8.5,95,WNW,20 11,37 20,1013.5,7.0,2023-06-19
4:18 am,12.1,8.3,94,WNW,22 12,35 19,1013.5,6.0,2023-06-19
4:00 am,11.9,8.7,95,WNW,19 10,30 16,1013.4,4.6,2023-06-19
3:53 am,12.0,8.6,94,WNW,20 11,33 18,1013.6,3.4,2023-06-19
3:46 am,12.1,8.3,93,NW,22 12,33 18,1013.6,2.8,2023-06-19
3:30 am,12.1,9.6,93,WNW,15 8,28 15,1013.6,2.0,2023-06-19
3:29 am,12.1,9.6,93,WNW,15 8,28 15,1013.6,1.8,2023-06-19
3:00 am,12.7,9.6,86,NW,17 9,28 15,1014.0,0.8,2023-06-19
2:30 am,12.5,9.1,88,NW,19 10,30 16,1013.8,0.8,2023-06-19
2:00 am,12.5,9.1,88,WNW,19 10,32 17,1014.1,0.6,2023-06-19
1:30 am,12.4,8.1,89,WNW,24 13,41 22,1014.5,0.6,2023-06-19
1:00 am,12.5,9.1,87,NW,19 10,35 19,1014.4,0.2,2023-06-19
12:30 am,12.6,8.9,86,NW,20 11,35 19,1014.6,0.2,2023-06-19
12:00 am,12.9,9.1,82,NW,20 11,33 18,1014.8,0.0,2023-06-19
