Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.2,5.9,62,E,15 8,26 14,1032.2,0.0,2025-08-18
11:00 pm,10.3,6.4,63,ESE,13 7,24 13,1032.3,0.0,2025-08-18
10:30 pm,9.9,6.9,66,ESE,9 5,20 11,1032.2,0.0,2025-08-18
10:00 pm,9.4,6.8,69,SE,7 4,13 7,1032.1,0.0,2025-08-18
9:30 pm,9.7,6.7,69,SE,9 5,13 7,1032.0,0.0,2025-08-18
9:00 pm,9.3,6.4,73,SE,9 5,15 8,1031.9,0.0,2025-08-18
8:30 pm,9.2,6.3,73,SE,9 5,13 7,1031.9,0.0,2025-08-18
8:00 pm,9.0,6.5,74,SSE,7 4,13 7,1031.7,0.0,2025-08-18
7:30 pm,9.9,7.4,69,SSE,7 4,11 6,1031.4,0.0,2025-08-18
7:00 pm,10.6,8.1,66,SSE,7 4,13 7,1031.1,0.0,2025-08-18
6:30 pm,11.2,8.8,62,SSE,6 3,9 5,1030.8,0.0,2025-08-18
6:00 pm,12.4,9.5,58,SE,9 5,15 8,1030.4,0.0,2025-08-18
5:30 pm,13.7,10.3,51,ESE,11 6,17 9,1029.9,0.0,2025-08-18
5:00 pm,14.1,11.4,50,E,7 4,13 7,1029.3,0.0,2025-08-18
4:30 pm,14.2,10.2,47,ESE,13 7,20 11,1029.2,0.0,2025-08-18
4:00 pm,15.1,11.4,49,ESE,13 7,22 12,1029.1,0.0,2025-08-18
3:30 pm,14.1,10.2,49,SE,13 7,19 10,1029.1,0.0,2025-08-18
3:00 pm,15.4,12.1,48,SE,11 6,20 11,1029.0,0.0,2025-08-18
2:30 pm,14.9,11.3,45,E,11 6,20 11,1029.2,0.0,2025-08-18
2:00 pm,15.6,12.0,50,E,13 7,20 11,1029.3,0.0,2025-08-18
1:30 pm,14.9,11.4,53,SE,13 7,22 12,1029.5,0.0,2025-08-18
1:00 pm,14.5,11.1,57,ENE,13 7,20 11,1029.8,0.0,2025-08-18
12:30 pm,13.8,10.8,60,ESE,11 6,17 9,1030.2,0.0,2025-08-18
12:00 pm,13.0,10.0,62,ESE,11 6,20 11,1030.7,0.0,2025-08-18
11:30 am,13.1,9.8,64,E,13 7,17 9,1030.9,0.0,2025-08-18
11:00 am,12.2,9.6,67,ESE,9 5,15 8,1031.1,0.0,2025-08-18
10:30 am,12.1,8.6,72,ESE,15 8,20 11,1031.0,0.0,2025-08-18
10:00 am,11.6,7.6,71,ESE,17 9,26 14,1030.6,0.0,2025-08-18
9:30 am,11.3,6.9,73,E,19 10,24 13,1030.4,0.0,2025-08-18
9:00 am,11.1,7.4,72,ESE,15 8,24 13,1030.0,3.8,2025-08-18
8:30 am,10.3,7.0,76,ESE,13 7,20 11,1029.5,3.8,2025-08-18
8:00 am,8.9,6.9,88,ESE,7 4,13 7,1029.1,3.8,2025-08-18
7:30 am,6.9,4.7,95,SE,7 4,9 5,1028.6,3.8,2025-08-18
7:00 am,5.5,3.6,96,SSE,4 2,7 4,1028.2,3.8,2025-08-18
6:30 am,5.8,3.6,96,SSE,6 3,7 4,1027.7,3.8,2025-08-18
6:00 am,6.4,4.3,95,SE,6 3,9 5,1027.3,3.8,2025-08-18
