Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.6,20.7,85,SE,7 4,11 6,1017.7,0.0,2024-01-12
11:00 pm,21.0,23.3,82,E,2 1,7 4,1017.9,0.0,2024-01-12
10:30 pm,21.6,22.6,79,E,9 5,13 7,1017.5,0.0,2024-01-12
10:00 pm,22.3,23.4,76,ENE,9 5,11 6,1017.6,0.0,2024-01-12
9:30 pm,23.0,24.8,75,NE,6 3,9 5,1017.0,0.0,2024-01-12
9:00 pm,23.5,24.4,73,ENE,11 6,15 8,1016.7,0.0,2024-01-12
8:30 pm,24.4,24.9,69,NE,13 7,20 11,1016.6,0.0,2024-01-12
8:00 pm,26.0,24.8,59,NE,20 11,30 16,1016.1,0.0,2024-01-12
7:30 pm,27.6,26.3,49,NE,17 9,26 14,1015.8,0.0,2024-01-12
7:00 pm,28.3,26.8,44,ENE,17 9,22 12,1015.3,0.0,2024-01-12
6:30 pm,29.0,27.9,43,NE,15 8,19 10,1015.2,0.0,2024-01-12
6:00 pm,29.4,28.5,41,NE,13 7,22 12,1015.2,0.0,2024-01-12
5:30 pm,29.9,29.3,42,NE,13 7,22 12,1015.3,0.0,2024-01-12
5:00 pm,29.5,27.9,41,NE,17 9,22 12,1015.7,0.0,2024-01-12
4:30 pm,29.7,29.2,43,ENE,13 7,20 11,1016.0,0.0,2024-01-12
4:00 pm,29.5,28.7,39,NNE,11 6,22 12,1016.6,0.0,2024-01-12
3:30 pm,29.0,28.1,42,NNE,13 7,22 12,1017.0,0.0,2024-01-12
3:00 pm,29.0,28.6,46,NE,13 7,19 10,1017.4,0.0,2024-01-12
2:30 pm,28.4,27.9,47,N,13 7,22 12,1017.7,0.0,2024-01-12
2:00 pm,28.1,28.2,49,N,11 6,15 8,1018.0,0.0,2024-01-12
1:30 pm,26.8,26.1,50,N,13 7,19 10,1018.5,0.0,2024-01-12
1:00 pm,26.3,25.9,54,N,13 7,20 11,1018.9,0.0,2024-01-12
12:30 pm,27.4,28.0,55,NE,11 6,19 10,1019.2,0.0,2024-01-12
12:00 pm,25.8,25.1,56,NE,15 8,19 10,1019.6,0.0,2024-01-12
11:30 am,26.1,26.2,59,NE,13 7,20 11,1019.8,0.0,2024-01-12
11:00 am,25.5,24.5,58,NE,17 9,26 14,1020.1,0.0,2024-01-12
10:30 am,25.0,24.7,59,NNE,13 7,19 10,1020.3,0.0,2024-01-12
10:00 am,23.8,23.9,60,NE,9 5,17 9,1020.5,0.0,2024-01-12
9:30 am,23.4,23.5,61,ENE,9 5,15 8,1021.0,0.0,2024-01-12
9:00 am,22.5,22.6,65,NE,9 5,15 8,1021.2,0.0,2024-01-12
8:30 am,22.8,23.0,69,ESE,11 6,17 9,1021.2,0.0,2024-01-12
8:00 am,22.4,22.9,74,E,11 6,15 8,1021.1,0.0,2024-01-12
7:30 am,20.5,22.9,81,CALM,0 0,2 1,1021.2,0.0,2024-01-12
