Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,18.0,15.1,78,SSE,22 12,–,1015.3,0.4,2025-10-17
11:00 pm,18.1,15.0,79,SSE,24 13,–,1015.2,0.4,2025-10-17
10:30 pm,18.0,15.3,81,SSE,22 12,–,1015.1,0.4,2025-10-17
10:00 pm,18.0,16.4,82,SSE,17 9,–,1015.0,0.4,2025-10-17
9:30 pm,18.1,15.9,82,SE,20 11,–,1015.2,0.4,2025-10-17
9:00 pm,18.3,15.1,82,SSE,26 14,–,1014.8,0.4,2025-10-17
8:30 pm,18.5,15.1,84,SSE,28 15,–,1014.0,0.4,2025-10-17
8:00 pm,18.7,15.7,83,SSE,26 14,–,1013.5,0.4,2025-10-17
7:56 pm,18.7,–,83,–,–,–,1013.3,0.4,2025-10-17
7:30 pm,19.1,14.1,83,S,37 20,–,1011.3,0.4,2025-10-17
