Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,18.0,16.5,53,NNW,6 3,7 4,1024.4,0.0,2023-04-24
11:00 pm,19.4,17.8,48,NNW,6 3,7 4,1024.4,0.0,2023-04-24
10:30 pm,22.4,20.2,39,NE,9 5,17 9,1024.4,0.0,2023-04-24
10:00 pm,22.6,20.3,38,ENE,9 5,17 9,1024.4,0.0,2023-04-24
9:30 pm,22.6,20.3,38,ENE,9 5,13 7,1024.4,0.0,2023-04-24
9:00 pm,22.3,20.3,38,E,7 4,15 8,1024.7,0.0,2023-04-24
8:30 pm,22.7,20.4,37,ENE,9 5,15 8,1024.7,0.0,2023-04-24
8:00 pm,23.4,20.6,35,E,11 6,15 8,1024.7,0.0,2023-04-24
7:30 pm,22.1,20.0,41,ENE,9 5,17 9,1024.8,0.0,2023-04-24
7:00 pm,22.2,20.8,44,ENE,7 4,11 6,1024.7,0.0,2023-04-24
6:30 pm,21.1,19.7,45,ESE,6 3,7 4,1024.2,0.0,2023-04-24
6:00 pm,22.3,21.1,36,SSE,2 1,6 3,1023.9,0.0,2023-04-24
5:30 pm,23.1,21.2,35,S,6 3,7 4,1023.8,0.0,2023-04-24
5:00 pm,24.8,22.9,33,S,7 4,11 6,1023.9,0.0,2023-04-24
4:30 pm,25.7,23.9,32,SSW,7 4,11 6,1023.8,0.0,2023-04-24
4:00 pm,25.8,23.1,31,SW,11 6,15 8,1024.1,0.0,2023-04-24
3:30 pm,25.9,23.2,34,WSW,13 7,17 9,1024.0,0.0,2023-04-24
3:00 pm,25.9,23.5,37,WSW,13 7,19 10,1024.0,0.0,2023-04-24
2:30 pm,26.8,23.7,32,W,15 8,22 12,1024.0,0.0,2023-04-24
2:00 pm,27.4,25.8,34,NNE,9 5,15 8,1024.3,0.0,2023-04-24
1:30 pm,27.2,25.3,29,NNW,7 4,15 8,1024.8,0.0,2023-04-24
1:00 pm,26.8,23.9,31,NNE,13 7,19 10,1025.3,0.0,2023-04-24
12:30 pm,26.8,24.7,38,N,13 7,22 12,1025.9,0.0,2023-04-24
12:00 pm,25.8,22.6,33,N,15 8,26 14,1026.5,0.0,2023-04-24
11:30 am,25.9,23.4,36,N,13 7,24 13,1026.9,0.0,2023-04-24
11:00 am,24.9,21.5,37,NNE,17 9,24 13,1027.2,0.0,2023-04-24
10:30 am,24.2,21.5,38,NNE,13 7,22 12,1027.5,0.0,2023-04-24
10:00 am,23.4,21.6,45,NNE,11 6,19 10,1027.6,0.0,2023-04-24
9:30 am,22.1,20.2,48,NE,11 6,17 9,1027.8,0.0,2023-04-24
9:00 am,21.1,19.6,51,NE,9 5,13 7,1028.0,0.0,2023-04-24
8:30 am,19.9,18.7,54,NE,7 4,11 6,1028.0,0.0,2023-04-24
8:00 am,18.5,17.2,58,NNE,7 4,11 6,1027.9,0.0,2023-04-24
7:30 am,16.8,14.9,61,NE,9 5,13 7,1027.6,0.0,2023-04-24
7:00 am,16.4,14.1,61,NE,11 6,17 9,1027.4,0.0,2023-04-24
6:30 am,16.1,13.7,61,NE,11 6,17 9,1027.4,0.0,2023-04-24
6:00 am,15.9,13.4,61,NE,11 6,17 9,1027.3,0.0,2023-04-24
