Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,17.6,17.7,93,N,11 6,15 8,1003.4,7.4,2025-02-14
11:00 pm,16.9,17.0,97,NNW,11 6,13 7,1003.2,7.4,2025-02-14
10:30 pm,16.5,17.5,99,NW,6 3,11 6,1003.3,7.4,2025-02-14
10:00 pm,17.6,17.6,98,NW,13 7,17 9,1003.2,7.4,2025-02-14
9:30 pm,18.7,20.0,99,N,9 5,11 6,1002.9,7.4,2025-02-14
9:00 pm,19.4,19.5,99,NNW,17 9,20 11,1002.9,7.4,2025-02-14
8:30 pm,19.4,19.5,99,NNW,17 9,24 13,1002.7,7.4,2025-02-14
8:00 pm,19.8,19.3,96,NNW,20 11,28 15,1002.3,7.2,2025-02-14
7:30 pm,20.5,19.6,87,NNW,20 11,28 15,1001.7,7.2,2025-02-14
7:00 pm,20.9,19.7,86,N,22 12,30 16,1001.4,7.2,2025-02-14
6:30 pm,20.9,19.6,89,NNW,24 13,33 18,1001.6,7.2,2025-02-14
6:00 pm,20.6,20.7,96,NNW,19 10,26 14,1001.1,7.2,2025-02-14
5:43 pm,20.1,19.2,98,N,24 13,35 19,1001.1,7.0,2025-02-14
5:42 pm,19.9,18.5,98,N,26 14,37 20,1001.2,7.0,2025-02-14
5:30 pm,20.2,17.9,100,NW,32 17,43 23,1002.0,6.2,2025-02-14
5:17 pm,21.9,21.1,94,NW,26 14,52 28,1002.4,2.6,2025-02-14
5:08 pm,23.4,23.2,80,NNW,20 11,30 16,1001.6,0.6,2025-02-14
5:00 pm,23.6,23.4,79,NNW,20 11,30 16,1001.6,0.6,2025-02-14
4:30 pm,24.1,24.1,73,NNW,17 9,26 14,1001.4,0.6,2025-02-14
4:00 pm,24.9,24.7,68,N,17 9,24 13,1001.7,0.6,2025-02-14
3:30 pm,25.2,25.1,64,N,15 8,20 11,1002.7,0.6,2025-02-14
3:00 pm,24.6,25.0,67,N,13 7,19 10,1003.3,0.6,2025-02-14
2:30 pm,23.8,24.6,67,NNW,9 5,17 9,1004.2,0.6,2025-02-14
2:00 pm,23.4,25.1,74,NNW,7 4,13 7,1004.4,0.6,2025-02-14
1:30 pm,23.4,24.0,75,NNW,13 7,19 10,1005.0,0.6,2025-02-14
1:00 pm,22.3,22.9,80,N,13 7,19 10,1005.4,0.6,2025-02-14
12:40 pm,21.9,23.0,87,N,13 7,19 10,1005.8,0.6,2025-02-14
12:30 pm,21.5,21.7,83,N,15 8,17 9,1006.1,0.6,2025-02-14
12:03 pm,20.9,21.2,87,N,15 8,19 10,1006.4,0.6,2025-02-14
12:00 pm,21.1,21.5,88,N,15 8,19 10,1006.3,0.6,2025-02-14
11:30 am,20.3,20.7,92,N,15 8,19 10,1006.8,0.6,2025-02-14
11:00 am,19.7,20.3,99,N,15 8,19 10,1006.9,0.6,2025-02-14
10:30 am,19.5,20.0,99,N,15 8,20 11,1006.8,0.4,2025-02-14
10:00 am,19.3,20.2,100,NNW,13 7,17 9,1006.6,0.4,2025-02-14
9:30 am,19.0,21.1,100,ENE,6 3,7 4,1006.4,0.2,2025-02-14
9:00 am,18.7,20.1,100,SE,9 5,11 6,1006.4,10.0,2025-02-14
8:30 am,18.7,19.7,100,SSW,11 6,13 7,1006.3,10.0,2025-02-14
8:00 am,18.6,19.2,100,WNW,13 7,19 10,1006.8,9.8,2025-02-14
7:30 am,18.5,17.3,99,NW,22 12,30 16,1007.4,8.8,2025-02-14
