Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.0,18.7,67,NNW,6 3,9 5,1020.4,0.0,2025-09-26
11:00 pm,19.4,19.6,67,N,4 2,13 7,1020.3,0.0,2025-09-26
10:30 pm,19.6,19.7,69,N,6 3,15 8,1020.3,0.0,2025-09-26
10:00 pm,19.7,20.0,72,N,6 3,11 6,1020.3,0.0,2025-09-26
9:30 pm,20.1,20.6,75,N,7 4,15 8,1020.1,0.0,2025-09-26
9:00 pm,20.2,20.9,78,N,7 4,19 10,1020.2,0.0,2025-09-26
8:30 pm,20.4,20.9,79,N,9 5,17 9,1020.0,0.0,2025-09-26
8:00 pm,20.6,21.5,78,NNW,7 4,17 9,1019.8,0.0,2025-09-26
7:30 pm,20.7,21.6,77,N,7 4,17 9,1019.6,0.0,2025-09-26
7:00 pm,21.0,21.7,74,N,7 4,17 9,1019.2,0.0,2025-09-26
6:30 pm,21.2,21.6,69,NNE,7 4,19 10,1019.0,0.0,2025-09-26
