Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.7,10.9,73,SW,7 4,19 10,1013.6,0.0,2025-09-27
11:00 pm,12.6,11.3,80,S,6 3,13 7,1013.8,0.0,2025-09-27
10:30 pm,12.7,11.5,82,S,6 3,11 6,1013.7,0.0,2025-09-27
10:00 pm,14.3,11.8,60,WSW,9 5,17 9,1013.5,0.0,2025-09-27
9:30 pm,14.3,12.4,60,W,6 3,13 7,1013.3,0.0,2025-09-27
9:00 pm,14.3,11.8,59,WSW,9 5,17 9,1013.0,0.0,2025-09-27
8:30 pm,14.3,12.3,61,WSW,7 4,17 9,1012.9,0.0,2025-09-27
8:00 pm,14.2,12.0,66,SSW,9 5,15 8,1012.5,0.0,2025-09-27
7:30 pm,16.8,13.2,40,SW,11 6,22 12,1011.9,0.0,2025-09-27
7:00 pm,17.0,13.8,39,NW,9 5,13 7,1011.5,0.0,2025-09-27
6:30 pm,16.9,13.5,37,WNW,9 5,19 10,1011.0,0.0,2025-09-27
6:00 pm,17.2,14.0,39,WNW,9 5,17 9,1010.6,0.0,2025-09-27
5:30 pm,17.4,13.9,39,WNW,11 6,22 12,1010.3,0.0,2025-09-27
5:00 pm,18.2,14.6,36,WNW,11 6,22 12,1010.1,0.0,2025-09-27
4:30 pm,18.3,14.3,35,W,13 7,24 13,1009.8,0.0,2025-09-27
4:00 pm,18.7,14.8,36,W,13 7,20 11,1009.6,0.0,2025-09-27
3:30 pm,18.6,14.6,35,W,13 7,24 13,1009.7,0.0,2025-09-27
3:00 pm,19.1,15.6,36,WNW,11 6,28 15,1009.7,0.0,2025-09-27
2:30 pm,18.7,15.1,40,WNW,13 7,24 13,1009.7,0.0,2025-09-27
2:00 pm,18.7,14.9,37,WNW,13 7,26 14,1010.0,0.0,2025-09-27
1:30 pm,17.9,13.1,41,NNW,19 10,33 18,1010.3,0.0,2025-09-27
1:00 pm,17.2,13.3,40,NW,13 7,26 14,1010.7,0.0,2025-09-27
12:30 pm,16.6,13.2,43,NW,11 6,19 10,1011.0,0.0,2025-09-27
12:00 pm,16.3,12.9,44,WNW,11 6,17 9,1011.3,0.0,2025-09-27
11:30 am,15.8,11.9,44,WNW,13 7,22 12,1011.4,0.0,2025-09-27
11:00 am,16.2,12.1,46,WNW,15 8,30 16,1011.5,0.0,2025-09-27
10:30 am,14.8,11.9,50,NW,9 5,13 7,1011.7,0.0,2025-09-27
10:00 am,14.6,11.3,50,NW,11 6,17 9,1012.2,0.0,2025-09-27
9:30 am,14.4,10.6,49,NNW,13 7,20 11,1012.4,0.0,2025-09-27
9:00 am,13.8,10.1,54,WNW,13 7,20 11,1012.5,0.2,2025-09-27
8:30 am,13.7,9.6,53,W,15 8,26 14,1012.5,0.2,2025-09-27
8:00 am,14.1,11.2,53,WNW,9 5,17 9,1012.3,0.2,2025-09-27
7:30 am,12.5,9.6,58,WNW,9 5,15 8,1012.0,0.2,2025-09-27
7:00 am,11.9,9.0,61,WNW,9 5,17 9,1011.6,0.2,2025-09-27
6:30 am,11.3,9.0,64,WNW,6 3,11 6,1011.2,0.2,2025-09-27
6:00 am,11.6,9.3,63,NNW,6 3,9 5,1011.2,0.2,2025-09-27
5:30 am,11.3,9.0,64,W,6 3,11 6,1011.1,0.2,2025-09-27
5:00 am,11.5,9.2,64,W,6 3,13 7,1010.9,0.2,2025-09-27
4:30 am,11.8,9.5,63,WNW,6 3,11 6,1010.7,0.2,2025-09-27
4:00 am,12.0,9.2,63,WNW,9 5,13 7,1010.6,0.2,2025-09-27
3:30 am,12.2,9.9,64,W,7 4,13 7,1010.6,0.2,2025-09-27
3:00 am,12.5,10.2,63,W,7 4,11 6,1010.7,0.2,2025-09-27
2:30 am,12.8,11.1,63,WSW,4 2,9 5,1011.0,0.2,2025-09-27
2:00 am,13.1,10.9,63,W,7 4,13 7,1011.2,0.2,2025-09-27
1:30 am,13.6,11.2,64,W,9 5,15 8,1011.4,0.2,2025-09-27
1:00 am,13.3,11.6,71,WNW,7 4,15 8,1011.5,0.2,2025-09-27
12:30 am,12.8,12.3,79,SSW,2 1,6 3,1011.5,0.2,2025-09-27
12:00 am,13.1,11.6,76,WSW,7 4,11 6,1011.5,0.2,2025-09-27
