Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.8,15.0,77,N,7 4,13 7,1018.4,12.8,2023-11-23
11:00 pm,15.6,14.7,73,SW,6 3,9 5,1017.9,12.8,2023-11-23
10:30 pm,16.0,15.8,69,W,2 1,9 5,1018.4,12.8,2023-11-23
10:00 pm,16.3,14.2,65,SSE,11 6,17 9,1018.2,12.8,2023-11-23
9:30 pm,15.2,14.3,78,S,7 4,11 6,1018.3,12.8,2023-11-23
9:00 pm,16.4,15.9,78,SE,7 4,11 6,1018.1,12.8,2023-11-23
8:30 pm,16.7,17.9,95,S,4 2,7 4,1018.2,12.8,2023-11-23
8:00 pm,17.2,18.0,92,N,6 3,11 6,1018.1,12.8,2023-11-23
7:30 pm,17.1,18.8,89,CALM,0 0,2 1,1017.9,12.8,2023-11-23
7:00 pm,17.2,17.9,90,SSE,6 3,9 5,1017.8,12.8,2023-11-23
6:30 pm,17.2,17.9,91,SW,6 3,9 5,1017.8,12.8,2023-11-23
6:00 pm,17.3,18.0,89,S,6 3,9 5,1018.2,12.6,2023-11-23
5:30 pm,17.4,18.3,92,SW,6 3,9 5,1018.5,12.6,2023-11-23
5:00 pm,17.1,17.7,92,SSW,7 4,11 6,1018.6,12.6,2023-11-23
4:30 pm,17.4,18.2,94,WSW,7 4,11 6,1019.2,12.4,2023-11-23
4:00 pm,17.6,19.0,93,NW,4 2,7 4,1019.6,12.4,2023-11-23
3:36 pm,17.2,17.6,95,ESE,9 5,13 7,1019.9,12.4,2023-11-23
3:30 pm,17.1,18.0,96,S,7 4,13 7,1019.4,12.4,2023-11-23
3:17 pm,17.0,18.7,95,S,2 1,7 4,1020.0,12.4,2023-11-23
3:00 pm,16.7,18.6,94,CALM,0 0,0 0,1020.2,11.8,2023-11-23
2:59 pm,16.7,18.6,94,CALM,0 0,0 0,1020.3,11.8,2023-11-23
2:35 pm,16.5,17.1,92,N,6 3,9 5,1020.8,10.8,2023-11-23
2:30 pm,16.8,17.9,93,E,4 2,9 5,1020.9,10.2,2023-11-23
2:00 pm,16.3,16.9,93,E,6 3,7 4,1021.1,9.2,2023-11-23
1:30 pm,15.3,14.9,92,ESE,9 5,15 8,1021.5,7.8,2023-11-23
1:00 pm,14.8,15.1,91,SE,4 2,9 5,1022.2,7.0,2023-11-23
12:30 pm,14.8,15.0,89,SSW,4 2,11 6,1022.6,6.2,2023-11-23
12:00 pm,15.2,15.1,88,SSW,6 3,9 5,1023.1,5.4,2023-11-23
11:30 am,15.1,15.7,88,SSW,2 1,7 4,1023.3,5.0,2023-11-23
11:00 am,14.7,14.1,86,N,7 4,9 5,1023.8,4.2,2023-11-23
10:30 am,15.2,16.1,86,CALM,0 0,0 0,1023.4,2.8,2023-11-23
10:00 am,15.1,15.8,89,NW,2 1,6 3,1023.5,2.4,2023-11-23
9:37 am,14.9,14.7,82,NW,4 2,7 4,1023.5,2.4,2023-11-23
9:30 am,14.9,15.2,84,SSW,2 1,7 4,1023.4,2.2,2023-11-23
9:09 am,16.0,15.3,67,NE,4 2,7 4,1022.8,0.4,2023-11-23
9:00 am,17.2,16.9,57,CALM,0 0,0 0,1022.5,0.0,2023-11-23
8:30 am,16.9,15.2,57,N,7 4,15 8,1022.0,0.0,2023-11-23
8:00 am,17.1,15.3,61,N,9 5,13 7,1021.5,0.0,2023-11-23
7:30 am,17.4,17.2,58,CALM,0 0,0 0,1020.8,0.0,2023-11-23
7:00 am,16.4,16.3,63,CALM,0 0,0 0,1020.7,0.0,2023-11-23
