Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.7,5.4,58,N,20 11,30 16,999.2,0.2,2025-10-08
11:00 pm,11.0,5.0,58,N,24 13,37 20,999.4,0.2,2025-10-08
10:30 pm,11.0,5.4,59,N,22 12,35 19,999.5,0.2,2025-10-08
10:00 pm,10.8,5.7,59,N,19 10,28 15,999.4,0.2,2025-10-08
9:30 pm,10.9,6.3,60,N,17 9,22 12,999.4,0.2,2025-10-08
9:00 pm,11.2,6.2,60,N,19 10,28 15,999.1,0.2,2025-10-08
8:30 pm,11.2,6.0,59,N,20 11,28 15,998.9,0.2,2025-10-08
8:00 pm,11.4,6.7,58,N,17 9,30 16,998.3,0.2,2025-10-08
7:30 pm,12.1,7.4,54,N,17 9,26 14,997.8,0.2,2025-10-08
7:05 pm,12.3,5.0,52,N,30 16,50 27,997.7,0.2,2025-10-08
