Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,12.3,7.2,46,NNW,17 9,22 12,1012.9,0.0,2025-10-11
6:30 am,12.3,7.2,45,NW,17 9,24 13,1012.7,0.0,2025-10-11
6:00 am,12.0,6.8,43,NW,17 9,22 12,1012.3,0.0,2025-10-11
5:30 am,12.4,7.5,41,WNW,15 8,22 12,1011.7,0.0,2025-10-11
5:00 am,13.8,8.4,36,NW,17 9,28 15,1011.6,0.0,2025-10-11
4:30 am,12.2,6.5,40,NW,19 10,28 15,1011.4,0.0,2025-10-11
4:00 am,12.8,6.9,39,NW,20 11,28 15,1011.2,0.0,2025-10-11
3:30 am,12.1,6.2,41,NW,20 11,26 14,1011.2,0.0,2025-10-11
3:00 am,13.3,7.5,36,NW,19 10,24 13,1011.4,0.0,2025-10-11
2:30 am,12.4,7.5,41,NNW,15 8,20 11,1011.6,0.0,2025-10-11
2:00 am,12.9,7.6,40,N,17 9,22 12,1011.6,0.0,2025-10-11
1:30 am,13.4,8.1,39,N,17 9,24 13,1011.6,0.0,2025-10-11
1:00 am,13.6,8.4,39,N,17 9,22 12,1011.6,0.0,2025-10-11
12:30 am,13.7,8.4,38,NNW,17 9,26 14,1011.8,0.0,2025-10-11
12:00 am,14.5,8.2,35,NW,22 12,33 18,1011.9,0.0,2025-10-11
