Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.1,6.4,62,W,24 13,–,1026.9,0.0,2023-07-01
11:00 pm,12.2,7.3,61,W,20 11,–,1026.7,0.0,2023-07-01
10:30 pm,12.1,6.8,61,W,22 12,–,1026.4,0.0,2023-07-01
10:00 pm,12.1,6.4,61,W,24 13,–,1026.1,0.0,2023-07-01
9:30 pm,11.9,6.1,61,W,24 13,–,1025.5,0.0,2023-07-01
9:00 pm,11.7,6.3,62,W,22 12,–,1025.1,0.0,2023-07-01
8:30 pm,11.7,6.7,62,W,20 11,–,1024.4,0.0,2023-07-01
8:00 pm,12.3,7.5,59,W,19 10,–,1024.2,0.0,2023-07-01
7:30 pm,12.9,8.1,58,W,19 10,–,1023.7,0.0,2023-07-01
7:00 pm,13.6,9.6,55,W,15 8,–,1023.2,0.0,2023-07-01
6:30 pm,14.2,11.3,53,WSW,9 5,–,1022.7,0.0,2023-07-01
6:00 pm,14.8,10.8,52,W,15 8,–,1022.0,0.0,2023-07-01
5:30 pm,15.0,11.6,54,W,13 7,–,1021.6,0.0,2023-07-01
5:00 pm,15.7,12.1,49,W,13 7,–,1021.0,0.0,2023-07-01
4:30 pm,16.4,12.0,46,W,17 9,–,1020.5,0.0,2023-07-01
4:00 pm,17.1,12.3,43,WSW,19 10,–,1020.2,0.0,2023-07-01
3:30 pm,18.3,14.7,42,WSW,13 7,–,1019.9,0.0,2023-07-01
3:00 pm,18.4,13.8,43,WSW,19 10,–,1019.5,0.0,2023-07-01
2:30 pm,18.0,13.1,42,W,20 11,–,1019.2,0.0,2023-07-01
2:00 pm,18.3,14.0,42,SW,17 9,–,1019.1,0.0,2023-07-01
1:30 pm,17.8,13.0,44,W,20 11,–,1018.7,0.0,2023-07-01
1:00 pm,17.3,14.0,48,NW,13 7,–,1018.8,0.0,2023-07-01
12:30 pm,17.0,13.0,50,W,17 9,–,1019.3,0.0,2023-07-01
12:00 pm,16.3,10.9,51,W,24 13,–,1019.6,0.0,2023-07-01
11:30 am,15.8,11.3,52,W,19 10,–,1019.8,0.0,2023-07-01
11:00 am,15.0,10.2,54,W,20 11,–,1020.2,0.0,2023-07-01
10:30 am,14.2,10.3,55,WNW,15 8,–,1020.5,0.0,2023-07-01
10:00 am,12.9,9.5,63,WNW,13 7,–,1020.9,0.0,2023-07-01
9:30 am,11.7,8.5,65,WNW,11 6,–,1021.1,0.0,2023-07-01
9:00 am,10.8,8.1,70,W,9 5,–,1020.6,0.0,2023-07-01
8:30 am,9.5,5.5,73,WNW,15 8,–,1020.5,0.0,2023-07-01
8:00 am,8.1,5.3,82,WNW,9 5,–,1020.7,0.0,2023-07-01
7:30 am,7.9,4.3,81,WNW,13 7,–,1020.6,0.0,2023-07-01
7:00 am,7.6,3.9,82,W,13 7,–,1020.4,0.0,2023-07-01
6:30 am,7.7,4.0,81,W,13 7,–,1019.7,0.0,2023-07-01
