Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,17.3,14.5,62,SW,15 8,26 14,1014.9,0.2,2023-04-08
5:00 pm,17.6,14.8,61,SW,15 8,24 13,1014.9,0.2,2023-04-08
4:30 pm,17.8,14.2,60,SW,19 10,28 15,1014.8,0.2,2023-04-08
4:00 pm,17.4,14.7,69,SW,17 9,32 17,1014.7,0.2,2023-04-08
3:30 pm,18.0,14.8,59,SW,17 9,30 16,1014.5,0.2,2023-04-08
3:00 pm,18.7,15.7,59,SW,17 9,28 15,1014.4,0.2,2023-04-08
2:30 pm,18.5,15.8,64,SW,17 9,28 15,1014.3,0.2,2023-04-08
2:00 pm,16.5,12.8,73,SW,22 12,41 22,1014.5,0.2,2023-04-08
1:30 pm,18.7,15.6,58,WSW,17 9,28 15,1014.5,0.2,2023-04-08
1:00 pm,18.1,14.9,59,SW,17 9,32 17,1014.6,0.2,2023-04-08
12:30 pm,18.0,14.5,63,SSW,20 11,32 17,1014.8,0.2,2023-04-08
12:00 pm,18.1,14.1,55,SW,20 11,37 20,1014.8,0.2,2023-04-08
11:30 am,18.1,14.0,51,SW,19 10,30 16,1014.9,0.2,2023-04-08
11:00 am,18.3,14.6,57,SSW,19 10,30 16,1015.0,0.2,2023-04-08
10:30 am,17.7,13.9,57,SSW,19 10,35 19,1015.0,0.2,2023-04-08
10:00 am,17.6,14.2,63,SW,19 10,32 17,1014.9,0.0,2023-04-08
9:30 am,17.2,14.1,70,SSW,19 10,35 19,1014.8,0.0,2023-04-08
9:00 am,17.1,14.2,73,SSW,19 10,30 16,1014.5,6.6,2023-04-08
8:30 am,16.1,14.4,85,SSW,15 8,28 15,1014.1,6.6,2023-04-08
8:00 am,15.6,15.6,91,S,7 4,13 7,1013.6,6.6,2023-04-08
7:33 am,15.1,13.7,89,SSW,13 7,20 11,1013.2,6.6,2023-04-08
7:30 am,15.1,13.3,89,SSW,15 8,22 12,1013.2,6.6,2023-04-08
7:16 am,15.3,14.0,91,SSW,13 7,22 12,1013.0,5.6,2023-04-08
7:00 am,15.3,13.3,91,SSW,17 9,32 17,1012.7,5.6,2023-04-08
6:30 am,16.6,15.0,84,SW,15 8,24 13,1012.2,5.6,2023-04-08
6:00 am,16.6,15.8,79,WSW,9 5,17 9,1011.9,5.6,2023-04-08
5:30 am,15.0,15.9,88,CALM,0 0,6 3,1011.7,5.6,2023-04-08
5:00 am,14.1,14.8,89,CALM,0 0,0 0,1011.4,5.6,2023-04-08
4:30 am,14.0,14.7,89,CALM,0 0,0 0,1011.2,5.6,2023-04-08
4:00 am,14.5,15.0,89,S,2 1,7 4,1010.9,5.6,2023-04-08
3:30 am,14.1,13.6,88,SSE,6 3,7 4,1010.7,5.6,2023-04-08
3:00 am,14.2,14.9,87,CALM,0 0,0 0,1010.7,5.6,2023-04-08
2:30 am,14.9,14.4,84,SSE,6 3,9 5,1010.6,5.6,2023-04-08
2:00 am,15.4,15.0,83,S,6 3,11 6,1010.6,5.6,2023-04-08
1:30 am,15.5,14.5,81,SSE,9 5,11 6,1010.5,5.6,2023-04-08
1:00 am,15.8,15.3,81,SSW,7 4,11 6,1010.4,5.6,2023-04-08
12:30 am,15.2,14.8,83,SSW,6 3,7 4,1010.3,5.6,2023-04-08
12:00 am,15.9,15.5,79,S,6 3,11 6,1010.1,5.6,2023-04-08
