Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,6.6,1.8,75,N,17 9,24 13,1015.6,0.0,2025-10-03
5:30 am,7.2,1.8,72,N,20 11,26 14,1015.2,0.0,2025-10-03
5:00 am,7.7,1.2,69,NW,26 14,33 18,1014.5,0.0,2025-10-03
4:30 am,7.9,0.6,67,NW,30 16,41 22,1014.0,0.0,2025-10-03
4:00 am,8.9,2.3,62,WNW,26 14,37 20,1013.7,0.0,2025-10-03
3:30 am,7.7,1.8,66,NW,22 12,35 19,1014.1,0.0,2025-10-03
3:00 am,9.0,3.1,61,WNW,22 12,30 16,1014.1,0.0,2025-10-03
2:30 am,8.6,1.6,63,WNW,28 15,37 20,1014.1,0.0,2025-10-03
2:00 am,7.9,1.7,66,NNW,24 13,30 16,1014.1,0.0,2025-10-03
1:30 am,8.6,1.9,62,NNW,26 14,30 16,1014.0,0.0,2025-10-03
1:00 am,8.7,2.0,61,NNW,26 14,35 19,1013.9,0.0,2025-10-03
12:30 am,8.6,3.0,61,NW,20 11,30 16,1014.3,0.0,2025-10-03
12:00 am,9.2,2.8,56,WNW,24 13,41 22,1014.3,0.0,2025-10-03
