Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 pm,18.3,13.9,46,S,19 10,35 19,1020.1,0.0,2025-03-16
6:00 pm,19.5,13.9,39,S,24 13,39 21,1019.4,0.0,2025-03-16
5:30 pm,20.4,14.9,39,S,24 13,37 20,1018.7,0.0,2025-03-16
5:00 pm,20.8,16.2,39,SSW,20 11,39 21,1018.4,0.0,2025-03-16
4:30 pm,21.2,17.0,43,S,20 11,37 20,1018.0,0.0,2025-03-16
4:00 pm,20.8,15.8,44,SSW,24 13,39 21,1017.9,0.0,2025-03-16
3:30 pm,22.8,18.9,40,SSW,19 10,33 18,1017.7,0.0,2025-03-16
3:00 pm,20.7,16.2,46,S,22 12,43 23,1017.9,0.0,2025-03-16
2:30 pm,20.9,17.6,53,S,19 10,35 19,1017.8,0.0,2025-03-16
2:00 pm,20.0,17.1,61,S,19 10,30 16,1017.7,0.0,2025-03-16
1:30 pm,20.9,17.4,62,SSW,24 13,43 23,1016.8,0.0,2025-03-16
1:00 pm,23.2,20.8,58,SSW,20 11,37 20,1016.3,0.0,2025-03-16
12:30 pm,23.5,21.9,59,SSW,17 9,35 19,1016.4,0.0,2025-03-16
12:00 pm,23.3,22.3,62,S,15 8,24 13,1016.3,0.0,2025-03-16
11:30 am,23.3,21.5,63,SSW,20 11,33 18,1015.9,0.0,2025-03-16
11:00 am,22.0,20.5,70,SSW,19 10,35 19,1015.5,0.0,2025-03-16
10:30 am,22.9,22.8,73,SSW,15 8,26 14,1014.8,0.0,2025-03-16
10:00 am,22.6,22.0,73,SSW,17 9,26 14,1014.3,0.0,2025-03-16
9:30 am,22.5,22.2,77,SSW,17 9,28 15,1014.0,0.0,2025-03-16
9:00 am,22.5,22.7,82,SW,17 9,26 14,1013.4,0.0,2025-03-16
8:30 am,22.9,22.5,78,SSW,19 10,32 17,1013.0,0.0,2025-03-16
8:00 am,22.2,21.6,81,SSW,20 11,35 19,1012.7,0.0,2025-03-16
7:30 am,23.1,24.1,80,WSW,13 7,24 13,1012.1,0.0,2025-03-16
7:00 am,24.0,24.6,68,NW,11 6,19 10,1011.7,0.0,2025-03-16
6:30 am,24.7,25.5,64,NNW,9 5,15 8,1011.0,0.0,2025-03-16
6:00 am,24.3,25.9,67,N,6 3,7 4,1010.7,0.0,2025-03-16
5:30 am,25.2,27.2,57,CALM,0 0,4 2,1010.4,0.0,2025-03-16
5:00 am,25.4,25.0,57,NW,13 7,22 12,1010.1,0.0,2025-03-16
4:30 am,25.8,27.1,55,SSE,4 2,11 6,1009.4,0.0,2025-03-16
4:00 am,26.8,26.8,46,SSE,7 4,9 5,1009.9,0.0,2025-03-16
3:30 am,27.4,27.2,38,SSW,4 2,7 4,1010.3,0.0,2025-03-16
3:00 am,28.0,26.7,35,SE,9 5,17 9,1010.3,0.0,2025-03-16
2:30 am,27.4,26.9,39,S,6 3,9 5,1010.0,0.0,2025-03-16
2:00 am,27.3,27.1,43,SW,7 4,9 5,1011.0,0.0,2025-03-16
1:30 am,27.4,27.4,44,S,7 4,11 6,1010.5,0.0,2025-03-16
1:00 am,26.5,28.2,60,S,6 3,11 6,1010.7,0.0,2025-03-16
12:30 am,25.9,28.0,71,SSW,9 5,19 10,1010.6,0.0,2025-03-16
12:00 am,26.5,28.6,63,SSE,6 3,11 6,1009.4,0.0,2025-03-16
