Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,8.2,5.6,75,WNW,7 4,11 6,1038.8,0.0,2024-07-05
5:00 pm,9.4,6.0,69,NW,11 6,20 11,1038.6,0.0,2024-07-05
4:30 pm,10.5,6.8,66,NNW,13 7,20 11,1038.6,0.0,2024-07-05
4:00 pm,11.2,7.1,62,NNW,15 8,20 11,1038.5,0.0,2024-07-05
3:30 pm,11.8,7.7,60,NNW,15 8,22 12,1038.3,0.0,2024-07-05
3:00 pm,12.2,8.9,59,NNE,11 6,20 11,1038.1,0.0,2024-07-05
2:30 pm,11.8,8.0,59,N,13 7,20 11,1038.0,0.0,2024-07-05
2:00 pm,12.1,7.0,57,NNW,20 11,32 17,1037.9,0.0,2024-07-05
1:30 pm,11.9,7.3,57,NNW,17 9,28 15,1038.1,0.0,2024-07-05
1:00 pm,10.8,4.8,60,N,24 13,33 18,1038.1,0.0,2024-07-05
12:30 pm,10.9,5.9,60,NNW,19 10,26 14,1038.5,0.0,2024-07-05
12:00 pm,9.9,4.2,61,NNW,22 12,37 20,1038.9,0.0,2024-07-05
11:30 am,8.9,3.5,64,NNW,20 11,32 17,1039.4,0.0,2024-07-05
11:00 am,8.7,3.3,65,NNW,20 11,28 15,1039.9,0.0,2024-07-05
10:30 am,7.5,2.0,67,NNW,20 11,28 15,1039.7,0.0,2024-07-05
10:00 am,7.0,2.5,70,NNW,15 8,26 14,1040.0,0.0,2024-07-05
9:30 am,5.4,0.4,74,N,17 9,28 15,1039.9,0.0,2024-07-05
9:00 am,4.3,0.0,81,NNW,13 7,22 12,1039.9,0.0,2024-07-05
8:30 am,2.3,-0.8,87,WNW,6 3,11 6,1039.9,0.0,2024-07-05
8:00 am,1.9,-2.5,88,NW,13 7,24 13,1039.3,0.0,2024-07-05
7:30 am,1.2,-2.0,90,WSW,6 3,7 4,1039.6,0.0,2024-07-05
7:00 am,1.5,-2.3,86,WSW,9 5,17 9,1039.6,0.0,2024-07-05
6:30 am,2.1,-2.7,88,NW,15 8,20 11,1039.1,0.0,2024-07-05
6:00 am,2.2,-1.5,86,WNW,9 5,15 8,1039.2,0.0,2024-07-05
5:30 am,2.5,-3.2,87,NW,20 11,30 16,1039.0,0.0,2024-07-05
5:00 am,2.1,-2.3,88,WNW,13 7,22 12,1039.1,0.0,2024-07-05
4:30 am,2.0,-2.0,90,NW,11 6,17 9,1039.3,0.0,2024-07-05
4:00 am,2.0,-2.8,90,NNW,15 8,20 11,1039.5,0.0,2024-07-05
3:30 am,1.7,-1.6,89,W,7 4,11 6,1039.5,0.0,2024-07-05
3:00 am,1.9,-1.8,87,WNW,9 5,11 6,1039.3,0.0,2024-07-05
2:30 am,2.5,-1.9,87,NW,13 7,20 11,1039.5,0.0,2024-07-05
2:00 am,2.5,-2.2,88,NW,15 8,24 13,1039.4,0.0,2024-07-05
1:30 am,2.6,-1.7,87,WNW,13 7,19 10,1039.7,0.0,2024-07-05
1:00 am,3.0,-2.0,87,NW,17 9,22 12,1039.9,0.0,2024-07-05
12:30 am,2.9,-1.4,87,NW,13 7,22 12,1040.0,0.0,2024-07-05
12:00 am,3.2,-1.8,86,NW,17 9,24 13,1040.0,0.0,2024-07-05
