Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.7,10.3,86,SW,7 4,11 6,1022.0,2.0,2023-08-09
11:00 pm,12.2,10.4,83,SW,9 5,15 8,1021.8,2.0,2023-08-09
10:30 pm,12.6,10.0,80,SW,13 7,19 10,1021.8,2.0,2023-08-09
10:00 pm,13.1,10.5,79,SW,13 7,17 9,1021.6,2.0,2023-08-09
9:30 pm,13.5,11.0,85,WSW,15 8,26 14,1021.4,2.0,2023-08-09
9:00 pm,13.5,11.3,91,SW,15 8,28 15,1019.9,2.0,2023-08-09
8:56 pm,13.5,10.9,91,SW,17 9,28 15,1019.8,2.0,2023-08-09
8:30 pm,14.0,13.1,92,WSW,9 5,15 8,1019.9,2.0,2023-08-09
8:15 pm,13.9,13.9,91,NW,4 2,7 4,1019.4,2.0,2023-08-09
8:09 pm,13.8,14.2,91,WSW,2 1,7 4,1019.4,2.0,2023-08-09
8:00 pm,13.9,12.8,88,WSW,9 5,20 11,1019.1,2.0,2023-08-09
7:45 pm,14.3,12.8,85,WSW,11 6,17 9,1019.2,1.2,2023-08-09
7:30 pm,15.0,13.7,78,W,9 5,17 9,1018.8,0.4,2023-08-09
7:00 pm,15.8,14.7,69,WSW,6 3,9 5,1018.4,0.0,2023-08-09
6:30 pm,17.1,14.4,58,WSW,13 7,30 16,1017.8,0.0,2023-08-09
6:00 pm,19.4,15.2,40,NW,17 9,33 18,1017.1,0.0,2023-08-09
5:30 pm,20.7,16.5,33,N,15 8,26 14,1015.6,0.0,2023-08-09
5:00 pm,21.1,16.5,32,N,17 9,30 16,1015.7,0.0,2023-08-09
4:30 pm,21.3,16.8,32,N,17 9,32 17,1016.0,0.0,2023-08-09
4:00 pm,21.9,17.8,32,NNW,15 8,26 14,1015.8,0.0,2023-08-09
3:30 pm,21.6,17.2,33,NNW,17 9,28 15,1016.2,0.0,2023-08-09
3:00 pm,21.6,16.2,33,NNW,22 12,39 21,1016.4,0.0,2023-08-09
2:30 pm,21.8,17.1,34,NNW,19 10,33 18,1016.7,0.0,2023-08-09
2:00 pm,21.7,16.7,33,NNW,20 11,35 19,1017.2,0.0,2023-08-09
1:30 pm,21.4,16.5,35,N,20 11,35 19,1017.5,0.0,2023-08-09
1:00 pm,20.7,16.1,37,N,19 10,32 17,1018.1,0.0,2023-08-09
12:30 pm,19.7,13.4,35,N,26 14,43 23,1019.0,0.0,2023-08-09
12:26 pm,19.2,12.5,35,N,28 15,46 25,1019.3,0.0,2023-08-09
12:00 pm,18.8,13.6,36,NNW,20 11,32 17,1019.8,0.0,2023-08-09
11:30 am,17.8,10.9,36,N,28 15,48 26,1020.6,0.0,2023-08-09
11:29 am,17.9,11.0,36,N,28 15,48 26,1020.7,0.0,2023-08-09
11:00 am,17.6,11.4,36,N,24 13,39 21,1021.2,0.0,2023-08-09
10:30 am,16.6,11.4,39,N,19 10,37 20,1021.6,0.0,2023-08-09
10:00 am,15.9,10.9,38,N,17 9,28 15,1021.9,0.0,2023-08-09
9:30 am,15.6,10.7,39,N,17 9,30 16,1022.4,0.0,2023-08-09
9:00 am,14.7,9.1,37,N,19 10,35 19,1022.7,–,2023-08-09
8:30 am,13.7,8.5,39,N,17 9,33 18,1022.8,–,2023-08-09
8:00 am,12.5,7.7,43,NNE,15 8,26 14,1022.9,–,2023-08-09
7:30 am,10.5,6.1,49,NE,13 7,20 11,1022.9,–,2023-08-09
7:00 am,10.5,6.1,49,NE,13 7,20 11,1023.1,–,2023-08-09
6:30 am,10.8,6.4,48,NE,13 7,19 10,1023.0,–,2023-08-09
6:00 am,10.8,6.0,48,NE,15 8,20 11,1023.1,–,2023-08-09
