Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,14.7,13.2,69,SW,7 4,15 8,1013.4,2.0,2023-04-16
5:30 pm,15.1,13.2,67,SSW,9 5,17 9,1012.6,2.0,2023-04-16
5:00 pm,15.6,13.0,66,S,13 7,26 14,1011.9,2.0,2023-04-16
4:30 pm,16.1,13.9,64,SSW,11 6,20 11,1011.3,2.0,2023-04-16
4:00 pm,16.4,13.1,64,S,17 9,28 15,1010.7,2.0,2023-04-16
3:30 pm,17.1,16.0,66,SSW,7 4,20 11,1010.1,2.0,2023-04-16
3:00 pm,16.4,14.9,68,SSW,9 5,19 10,1009.5,2.0,2023-04-16
2:30 pm,15.4,13.3,76,SW,13 7,26 14,1008.8,2.0,2023-04-16
2:00 pm,14.0,11.6,78,SW,13 7,28 15,1008.4,2.0,2023-04-16
1:30 pm,14.2,13.0,84,S,9 5,26 14,1007.7,1.8,2023-04-16
1:22 pm,13.8,12.5,85,SSW,9 5,20 11,1007.6,1.8,2023-04-16
1:03 pm,13.9,10.6,82,SSW,19 10,35 19,1007.6,1.4,2023-04-16
1:00 pm,14.6,11.2,77,SSW,19 10,35 19,1007.5,0.6,2023-04-16
12:30 pm,16.4,14.5,68,SW,11 6,24 13,1006.8,0.6,2023-04-16
12:00 pm,16.4,14.8,73,WSW,11 6,26 14,1006.5,0.6,2023-04-16
11:30 am,15.9,14.7,76,SW,9 5,24 13,1006.3,0.6,2023-04-16
11:00 am,15.2,14.1,80,W,9 5,19 10,1006.1,0.6,2023-04-16
10:30 am,13.4,12.2,89,W,9 5,15 8,1005.6,0.6,2023-04-16
10:00 am,13.1,11.8,89,W,9 5,17 9,1005.3,0.2,2023-04-16
9:30 am,12.9,11.6,90,W,9 5,17 9,1004.6,0.0,2023-04-16
9:00 am,12.7,11.5,93,WSW,9 5,17 9,1004.3,38.4,2023-04-16
8:30 am,12.6,11.8,95,WNW,7 4,11 6,1004.1,38.2,2023-04-16
8:03 am,12.5,12.4,97,SW,4 2,7 4,1003.4,38.2,2023-04-16
8:00 am,12.5,12.4,97,SW,4 2,9 5,1003.3,38.2,2023-04-16
7:37 am,12.5,11.4,96,W,9 5,13 7,1003.0,37.4,2023-04-16
7:35 am,12.6,11.9,96,W,7 4,13 7,1003.0,37.2,2023-04-16
7:30 am,12.6,11.9,96,WNW,7 4,15 8,1003.0,37.2,2023-04-16
7:20 am,12.6,11.5,97,W,9 5,13 7,1002.7,37.0,2023-04-16
7:00 am,12.7,12.0,95,WNW,7 4,11 6,1002.5,36.4,2023-04-16
6:30 am,12.6,11.5,95,W,9 5,19 10,1001.6,36.2,2023-04-16
6:00 am,12.5,12.4,98,WNW,4 2,11 6,1001.5,36.0,2023-04-16
5:30 am,12.3,12.6,100,WSW,2 1,9 5,1000.9,36.0,2023-04-16
5:00 am,12.2,12.9,100,CALM,0 0,0 0,1001.0,36.0,2023-04-16
4:30 am,12.2,12.1,99,W,4 2,9 5,1000.6,36.0,2023-04-16
4:00 am,12.3,11.9,100,WNW,6 3,9 5,1000.3,36.0,2023-04-16
3:30 am,12.3,13.0,100,CALM,0 0,0 0,1000.2,36.0,2023-04-16
3:26 am,12.2,12.9,100,CALM,0 0,0 0,1000.2,36.0,2023-04-16
3:00 am,12.3,12.3,100,WSW,4 2,7 4,1000.2,35.2,2023-04-16
2:56 am,12.3,12.3,100,W,4 2,6 3,1000.3,35.2,2023-04-16
2:30 am,12.4,12.0,100,W,6 3,11 6,1000.4,34.4,2023-04-16
2:28 am,12.4,12.0,100,W,6 3,13 7,1000.5,34.4,2023-04-16
2:00 am,12.6,13.4,100,CALM,0 0,0 0,1000.4,33.4,2023-04-16
1:32 am,12.4,12.0,100,W,6 3,11 6,1000.1,32.4,2023-04-16
1:30 am,12.4,12.0,100,W,6 3,11 6,1000.1,32.4,2023-04-16
1:00 am,12.6,12.1,100,WSW,7 4,11 6,1000.3,31.4,2023-04-16
12:30 am,12.7,11.8,100,WSW,9 5,15 8,1001.1,29.2,2023-04-16
12:00 am,13.1,12.4,100,W,9 5,13 7,1001.1,25.2,2023-04-16
