Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.3,12.9,74,NNE,7 4,11 6,1026.7,0.0,2023-09-13
11:00 pm,13.3,13.4,81,CALM,0 0,6 3,1026.8,0.0,2023-09-13
10:30 pm,13.3,13.3,79,CALM,0 0,0 0,1026.9,0.0,2023-09-13
10:00 pm,13.8,13.7,76,CALM,0 0,0 0,1027.1,0.0,2023-09-13
9:30 pm,14.2,14.1,73,CALM,0 0,0 0,1027.2,0.0,2023-09-13
9:00 pm,14.5,14.5,73,CALM,0 0,0 0,1027.0,0.0,2023-09-13
8:30 pm,15.1,14.8,66,CALM,0 0,0 0,1026.9,0.0,2023-09-13
8:00 pm,15.5,15.2,64,CALM,0 0,0 0,1026.8,0.0,2023-09-13
7:30 pm,15.9,15.7,63,CALM,0 0,0 0,1026.7,0.0,2023-09-13
7:00 pm,16.8,16.5,59,CALM,0 0,0 0,1026.4,0.0,2023-09-13
6:30 pm,17.9,17.6,55,CALM,0 0,0 0,1026.2,0.0,2023-09-13
6:00 pm,19.6,19.1,47,CALM,0 0,0 0,1026.0,0.0,2023-09-13
5:30 pm,21.4,20.5,41,SSW,2 1,9 5,1025.9,0.0,2023-09-13
5:00 pm,23.0,22.1,38,WSW,2 1,7 4,1025.8,0.0,2023-09-13
4:30 pm,22.9,21.0,37,SSW,7 4,17 9,1025.6,0.0,2023-09-13
4:00 pm,23.9,21.5,34,SSW,9 5,15 8,1025.4,0.0,2023-09-13
3:30 pm,24.9,23.5,32,SSW,4 2,9 5,1025.2,0.0,2023-09-13
3:00 pm,24.7,24.1,33,CALM,0 0,4 2,1025.2,0.0,2023-09-13
2:30 pm,24.3,22.9,34,S,4 2,9 5,1025.4,0.0,2023-09-13
2:00 pm,23.4,21.3,34,S,7 4,11 6,1025.7,0.0,2023-09-13
1:30 pm,24.3,23.2,36,NW,4 2,11 6,1025.9,0.0,2023-09-13
1:00 pm,22.7,20.3,36,N,9 5,13 7,1026.2,0.0,2023-09-13
12:30 pm,22.2,20.3,37,NNE,6 3,17 9,1026.5,0.0,2023-09-13
12:00 pm,21.3,18.3,42,NNW,13 7,20 11,1027.1,0.0,2023-09-13
11:30 am,20.6,18.0,44,NNW,11 6,17 9,1027.3,0.0,2023-09-13
11:00 am,19.7,17.6,47,N,9 5,13 7,1027.3,0.0,2023-09-13
10:30 am,18.9,17.0,45,NNW,6 3,11 6,1027.6,0.0,2023-09-13
10:00 am,18.2,16.5,50,NE,6 3,11 6,1028.1,0.0,2023-09-13
9:30 am,17.1,15.6,56,NNE,6 3,9 5,1028.3,0.0,2023-09-13
9:00 am,15.3,13.8,64,NNE,6 3,9 5,1028.3,0.0,2023-09-13
8:30 am,14.0,12.6,72,NE,6 3,11 6,1027.9,0.0,2023-09-13
8:00 am,12.3,10.1,75,NE,9 5,13 7,1027.9,0.0,2023-09-13
7:30 am,10.8,9.2,83,NNE,6 3,9 5,1028.0,0.0,2023-09-13
7:00 am,10.2,8.3,84,NNE,7 4,11 6,1027.5,0.0,2023-09-13
6:30 am,9.5,8.4,84,NNE,2 1,6 3,1027.3,0.0,2023-09-13
