Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 pm,21.9,18.8,48,SSE,17 9,32 17,1018.5,0.0,2024-01-31
6:00 pm,22.4,19.1,44,SE,17 9,26 14,1018.4,0.0,2024-01-31
5:30 pm,23.3,20.0,42,SSE,17 9,30 16,1018.2,0.0,2024-01-31
5:00 pm,24.5,21.5,42,SSE,17 9,26 14,1018.0,0.0,2024-01-31
4:30 pm,25.1,22.5,37,S,13 7,30 16,1017.9,0.0,2024-01-31
4:00 pm,25.2,22.9,36,S,11 6,20 11,1018.1,0.0,2024-01-31
3:30 pm,25.3,22.9,38,S,13 7,20 11,1018.3,0.0,2024-01-31
3:00 pm,25.1,23.7,41,SE,9 5,15 8,1018.4,0.0,2024-01-31
2:30 pm,24.3,22.1,39,SE,11 6,19 10,1018.6,0.0,2024-01-31
2:00 pm,23.8,21.9,43,SSE,11 6,20 11,1018.9,0.0,2024-01-31
1:30 pm,23.1,21.1,44,SE,11 6,20 11,1019.2,0.0,2024-01-31
1:00 pm,22.6,20.2,45,SE,13 7,20 11,1019.6,0.0,2024-01-31
12:30 pm,22.3,20.5,52,SSE,13 7,22 12,1019.9,0.0,2024-01-31
12:00 pm,21.2,19.5,57,S,13 7,20 11,1020.2,0.0,2024-01-31
11:30 am,20.0,17.9,56,SE,13 7,20 11,1020.4,0.0,2024-01-31
11:00 am,19.4,18.1,60,SE,9 5,17 9,1020.6,0.0,2024-01-31
10:30 am,19.0,17.3,61,S,11 6,22 12,1020.8,0.0,2024-01-31
10:00 am,18.4,17.0,62,S,9 5,15 8,1020.9,0.0,2024-01-31
9:30 am,17.8,17.0,68,S,7 4,11 6,1020.8,0.0,2024-01-31
9:00 am,17.2,16.0,70,SW,9 5,13 7,1020.6,0.0,2024-01-31
8:30 am,17.0,15.8,70,SE,9 5,15 8,1020.4,0.0,2024-01-31
8:00 am,17.4,16.6,69,SSE,7 4,11 6,1020.0,0.0,2024-01-31
7:30 am,15.3,14.5,76,S,6 3,9 5,1019.8,0.0,2024-01-31
7:00 am,13.0,11.9,86,SSW,7 4,11 6,1019.2,0.0,2024-01-31
6:30 am,13.0,12.6,81,S,2 1,6 3,1018.7,0.0,2024-01-31
6:00 am,13.9,12.8,78,S,6 3,9 5,1018.9,0.0,2024-01-31
5:30 am,14.1,12.9,78,SSW,7 4,13 7,1018.7,0.0,2024-01-31
5:00 am,14.5,13.2,75,S,7 4,17 9,1018.5,0.0,2024-01-31
4:30 am,14.7,13.1,75,S,9 5,13 7,1018.5,0.0,2024-01-31
4:00 am,14.9,13.3,74,S,9 5,17 9,1018.3,0.0,2024-01-31
3:30 am,15.0,13.5,74,S,9 5,17 9,1018.6,0.0,2024-01-31
3:00 am,14.9,13.3,73,S,9 5,17 9,1018.8,0.0,2024-01-31
2:30 am,15.0,13.4,73,SSW,9 5,17 9,1019.1,0.0,2024-01-31
2:00 am,15.2,13.2,72,SSW,11 6,20 11,1018.9,0.0,2024-01-31
1:30 am,15.1,13.0,71,S,11 6,17 9,1018.9,0.0,2024-01-31
1:00 am,15.0,13.3,71,S,9 5,15 8,1019.1,0.0,2024-01-31
12:30 am,15.0,13.3,71,S,9 5,17 9,1019.2,0.0,2024-01-31
12:00 am,15.2,13.1,70,S,11 6,22 12,1019.0,0.0,2024-01-31
