Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,36.0,34.0,19,SSE,9 5,15 8,1011.7,0.0,2024-02-14
3:30 pm,35.8,33.2,16,SE,9 5,17 9,1012.0,0.0,2024-02-14
3:00 pm,35.6,32.8,15,NE,9 5,17 9,1012.2,0.0,2024-02-14
2:30 pm,35.3,32.4,15,E,9 5,19 10,1012.6,0.0,2024-02-14
2:00 pm,35.0,32.8,17,ENE,7 4,19 10,1013.0,0.0,2024-02-14
1:30 pm,34.2,31.5,17,N,9 5,19 10,1013.6,0.0,2024-02-14
1:00 pm,34.0,31.9,23,N,11 6,20 11,1013.9,0.0,2024-02-14
12:30 pm,32.8,30.7,24,NE,11 6,20 11,1014.5,0.0,2024-02-14
12:00 pm,31.3,29.6,29,NE,11 6,19 10,1015.1,0.0,2024-02-14
11:30 am,30.4,28.5,32,ENE,13 7,22 12,1015.5,0.0,2024-02-14
11:00 am,29.1,27.5,33,ESE,11 6,20 11,1015.8,0.0,2024-02-14
10:30 am,28.3,27.0,35,E,9 5,19 10,1016.2,0.0,2024-02-14
10:00 am,26.7,25.5,42,ENE,11 6,19 10,1016.4,0.0,2024-02-14
9:30 am,25.2,23.4,41,E,11 6,24 13,1016.7,0.0,2024-02-14
9:00 am,23.7,21.9,44,ENE,11 6,20 11,1016.9,0.0,2024-02-14
8:30 am,22.2,20.1,50,E,13 7,26 14,1016.7,0.0,2024-02-14
8:00 am,20.6,18.5,54,E,13 7,22 12,1017.1,0.0,2024-02-14
7:30 am,19.4,17.2,57,E,13 7,28 15,1017.1,0.0,2024-02-14
7:00 am,18.2,16.2,60,ENE,11 6,19 10,1017.2,0.0,2024-02-14
6:30 am,17.7,15.4,62,E,13 7,22 12,1017.2,0.0,2024-02-14
6:00 am,17.4,15.1,63,ENE,13 7,26 14,1016.8,0.0,2024-02-14
5:30 am,17.7,14.9,61,E,15 8,30 16,1016.6,0.0,2024-02-14
5:00 am,18.0,15.6,60,ENE,13 7,28 15,1016.5,0.0,2024-02-14
4:30 am,18.6,17.2,55,E,7 4,22 12,1016.3,0.0,2024-02-14
4:00 am,19.0,16.8,53,E,11 6,22 12,1016.1,0.0,2024-02-14
3:30 am,19.5,17.2,51,E,11 6,22 12,1016.3,0.0,2024-02-14
3:00 am,20.3,17.5,47,E,13 7,22 12,1016.3,0.0,2024-02-14
2:30 am,20.7,18.3,46,E,11 6,24 13,1016.3,0.0,2024-02-14
2:00 am,21.4,19.2,42,E,9 5,17 9,1016.4,0.0,2024-02-14
1:30 am,21.6,19.6,43,E,9 5,17 9,1016.6,0.0,2024-02-14
1:00 am,22.5,20.6,38,ESE,7 4,13 7,1016.6,0.0,2024-02-14
12:30 am,23.1,21.1,36,ESE,7 4,13 7,1016.8,0.0,2024-02-14
12:00 am,24.1,21.3,33,E,11 6,24 13,1016.8,0.0,2024-02-14
