Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:53 pm,9.3,2.1,56,W,28 15,41 22,1014.3,0.0,2025-10-02
11:30 pm,8.7,3.6,58,NW,17 9,20 11,1014.4,0.0,2025-10-02
11:00 pm,8.7,3.2,58,NW,19 10,28 15,1014.5,0.0,2025-10-02
10:30 pm,8.3,3.2,60,WNW,17 9,28 15,1014.2,0.0,2025-10-02
10:00 pm,8.0,2.7,66,N,19 10,24 13,1014.4,0.0,2025-10-02
9:30 pm,7.6,2.4,69,N,19 10,22 12,1014.2,0.0,2025-10-02
9:00 pm,8.0,2.3,70,N,22 12,32 17,1013.9,0.0,2025-10-02
8:30 pm,8.2,2.9,69,N,20 11,33 18,1013.6,0.0,2025-10-02
8:00 pm,7.9,2.7,69,NW,19 10,26 14,1013.8,0.0,2025-10-02
7:30 pm,9.2,4.3,61,W,17 9,24 13,1013.6,0.0,2025-10-02
7:00 pm,9.1,2.5,62,W,26 14,39 21,1012.9,0.0,2025-10-02
6:30 pm,8.9,3.1,63,WNW,22 12,32 17,1012.4,0.0,2025-10-02
6:00 pm,9.0,3.1,61,W,22 12,37 20,1011.9,0.0,2025-10-02
5:30 pm,9.3,3.4,60,WNW,22 12,32 17,1011.3,0.0,2025-10-02
5:00 pm,9.2,3.0,60,WNW,24 13,33 18,1011.0,0.0,2025-10-02
4:30 pm,9.9,1.8,55,WNW,33 18,48 26,1010.4,0.0,2025-10-02
4:15 pm,9.8,2.0,57,WNW,32 17,50 27,1010.3,0.0,2025-10-02
4:00 pm,10.2,2.9,58,WNW,30 16,41 22,1010.8,0.0,2025-10-02
3:30 pm,10.6,2.9,60,NW,33 18,44 24,1010.3,0.0,2025-10-02
3:00 pm,9.0,1.0,61,WNW,33 18,48 26,1010.8,0.0,2025-10-02
2:30 pm,11.4,3.3,48,NW,33 18,43 23,1010.1,0.0,2025-10-02
2:00 pm,11.3,4.2,50,WNW,28 15,37 20,1009.8,0.0,2025-10-02
1:35 pm,10.4,2.3,53,WNW,33 18,52 28,1009.7,0.0,2025-10-02
1:30 pm,10.5,2.1,53,WNW,35 19,52 28,1009.7,0.0,2025-10-02
1:12 pm,10.1,1.7,56,NW,35 19,54 29,1009.7,0.0,2025-10-02
1:01 pm,9.9,1.5,57,WNW,35 19,50 27,1009.5,0.0,2025-10-02
1:00 pm,10.3,2.3,54,WNW,33 18,50 27,1009.5,0.0,2025-10-02
12:32 pm,10.9,1.9,46,WNW,37 20,63 34,1009.6,0.0,2025-10-02
12:30 pm,10.8,2.2,48,WNW,35 19,46 25,1009.6,0.0,2025-10-02
12:22 pm,11.1,3.8,46,WNW,28 15,46 25,1009.5,0.0,2025-10-02
12:00 pm,11.0,3.5,51,W,30 16,39 21,1009.6,0.0,2025-10-02
11:32 am,11.1,2.8,54,WNW,35 19,54 29,1009.4,0.0,2025-10-02
11:30 am,11.2,2.9,54,WNW,35 19,46 25,1009.3,0.0,2025-10-02
11:00 am,11.4,3.8,56,WNW,32 17,44 24,1009.1,0.0,2025-10-02
10:30 am,11.8,4.4,59,WNW,32 17,44 24,1008.9,0.0,2025-10-02
10:00 am,11.5,3.9,59,W,33 18,48 26,1008.7,0.0,2025-10-02
9:31 am,13.8,5.0,50,WNW,39 21,63 34,1007.8,0.0,2025-10-02
9:30 am,14.4,5.6,49,WNW,39 21,57 31,1007.7,0.0,2025-10-02
9:27 am,14.9,6.7,51,WNW,37 20,57 31,1007.7,0.0,2025-10-02
9:04 am,13.7,5.2,48,NW,37 20,56 30,1007.2,0.0,2025-10-02
9:00 am,14.9,7.0,50,NW,35 19,48 26,1007.2,0.0,2025-10-02
8:30 am,14.1,6.4,48,NW,33 18,48 26,1006.8,0.0,2025-10-02
8:00 am,13.0,5.8,50,NW,30 16,41 22,1007.1,0.0,2025-10-02
7:30 am,11.9,4.9,51,NNW,28 15,35 19,1006.9,0.0,2025-10-02
7:00 am,10.8,3.8,54,NNW,28 15,33 18,1007.0,0.0,2025-10-02
6:30 am,10.1,3.0,55,NNW,28 15,32 17,1007.3,0.0,2025-10-02
