Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.1,21.2,92,WNW,11 6,–,1011.9,53.2,2025-02-10
11:00 pm,20.2,21.2,91,W,11 6,–,1011.6,53.2,2025-02-10
10:30 pm,20.4,22.3,89,SW,6 3,–,1011.5,53.2,2025-02-10
10:00 pm,20.7,22.6,88,SSW,6 3,–,1011.1,53.2,2025-02-10
9:30 pm,21.0,22.1,87,WSW,11 6,–,1011.0,53.2,2025-02-10
9:00 pm,21.0,21.7,88,W,13 7,–,1011.1,53.2,2025-02-10
8:30 pm,21.2,22.8,88,W,9 5,–,1011.0,53.2,2025-02-10
8:00 pm,21.3,22.1,87,WSW,13 7,–,1010.9,53.2,2025-02-10
7:30 pm,21.6,23.2,86,WSW,9 5,–,1010.6,53.2,2025-02-10
7:00 pm,21.5,23.0,85,W,9 5,–,1010.0,53.2,2025-02-10
6:30 pm,21.6,23.3,83,W,7 4,–,1010.1,53.2,2025-02-10
6:00 pm,21.4,21.7,85,W,15 8,–,1010.4,53.2,2025-02-10
5:30 pm,20.8,20.1,88,W,20 11,–,1010.6,53.2,2025-02-10
5:00 pm,20.4,18.1,89,W,28 15,–,1010.9,53.2,2025-02-10
4:30 pm,20.5,22.8,89,ESE,4 2,–,1009.9,53.2,2025-02-10
4:00 pm,20.1,21.9,90,NW,6 3,–,1010.1,53.0,2025-02-10
3:59 pm,20.1,–,90,–,–,–,1010.3,53.0,2025-02-10
3:30 pm,20.4,21.3,88,W,11 6,–,1012.4,52.8,2025-02-10
3:00 pm,20.8,19.3,87,W,24 13,–,1011.6,52.8,2025-02-10
2:30 pm,20.9,20.6,85,S,17 9,–,1009.8,52.8,2025-02-10
2:00 pm,19.7,18.1,92,SW,24 13,–,1011.3,52.8,2025-02-10
1:43 pm,19.2,17.8,93,SW,22 12,–,1011.6,52.6,2025-02-10
1:33 pm,19.1,17.3,93,SW,24 13,–,1011.8,52.4,2025-02-10
1:30 pm,19.0,16.8,93,SSW,26 14,–,1011.8,52.4,2025-02-10
1:17 pm,18.9,–,95,–,–,–,1012.3,51.8,2025-02-10
1:00 pm,18.7,13.7,95,W,41 22,–,1012.6,50.0,2025-02-10
12:30 pm,19.7,15.8,94,W,37 20,–,1012.1,26.0,2025-02-10
12:00 pm,21.9,20.2,83,SSW,26 14,–,1011.2,0.0,2025-02-10
11:45 am,22.3,21.0,82,S,24 13,–,1011.1,0.0,2025-02-10
11:30 am,22.5,21.3,82,SSW,24 13,–,1011.2,0.0,2025-02-10
11:00 am,22.7,20.3,80,SSW,30 16,–,1011.6,0.0,2025-02-10
10:30 am,23.6,20.9,77,S,32 17,–,1011.2,0.0,2025-02-10
10:00 am,25.0,23.4,69,S,26 14,–,1011.3,0.0,2025-02-10
9:30 am,24.2,23.0,74,S,24 13,–,1011.1,0.0,2025-02-10
9:00 am,23.6,23.3,78,SSW,20 11,–,1010.8,0.0,2025-02-10
8:30 am,23.3,23.1,80,S,20 11,–,1010.5,0.0,2025-02-10
8:00 am,22.9,22.9,82,SSW,19 10,–,1010.7,0.0,2025-02-10
7:30 am,22.4,21.8,85,SSW,22 12,–,1010.5,0.0,2025-02-10
