Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.6,7.0,85,SSE,4 2,7 4,1033.5,0.0,2025-09-22
11:00 pm,8.9,6.7,82,SSE,7 4,9 5,1033.7,0.0,2025-09-22
10:30 pm,8.5,6.4,83,SSE,6 3,9 5,1033.7,0.0,2025-09-22
10:00 pm,8.7,6.6,81,SSE,6 3,9 5,1033.8,0.0,2025-09-22
9:30 pm,9.6,7.6,79,SSE,6 3,9 5,1033.6,0.0,2025-09-22
9:00 pm,9.6,7.4,78,S,7 4,11 6,1033.4,0.0,2025-09-22
8:30 pm,9.8,7.8,78,SSE,6 3,9 5,1033.2,0.0,2025-09-22
8:00 pm,10.6,8.6,75,SSE,6 3,7 4,1033.1,0.0,2025-09-22
7:30 pm,11.7,9.8,71,SSE,6 3,7 4,1032.8,0.0,2025-09-22
7:00 pm,12.3,10.2,69,S,7 4,11 6,1032.5,0.0,2025-09-22
6:30 pm,13.2,10.4,66,SW,11 6,17 9,1032.3,0.0,2025-09-22
6:00 pm,13.9,10.4,63,SSW,15 8,26 14,1031.9,0.0,2025-09-22
