Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.4,8.2,81,WNW,15 8,–,1022.8,0.0,2025-09-23
11:00 pm,11.8,8.5,78,WNW,15 8,–,1023.0,0.0,2025-09-23
10:30 pm,12.3,8.6,75,W,17 9,–,1023.4,0.0,2025-09-23
10:00 pm,12.8,9.9,74,W,13 7,–,1023.6,0.0,2025-09-23
9:30 pm,13.0,10.0,71,W,13 7,–,1023.7,0.0,2025-09-23
9:00 pm,13.3,11.7,70,NW,6 3,–,1023.7,0.0,2025-09-23
8:30 pm,13.6,11.9,70,NNW,7 4,–,1023.6,0.0,2025-09-23
8:00 pm,14.1,12.4,64,NNW,6 3,–,1023.6,0.0,2025-09-23
7:30 pm,14.6,13.0,58,S,4 2,–,1023.6,0.0,2025-09-23
7:00 pm,14.5,12.9,58,S,4 2,–,1023.6,0.0,2025-09-23
6:30 pm,14.8,12.5,55,SSE,7 4,–,1023.4,0.0,2025-09-23
6:00 pm,15.3,12.3,53,SSE,11 6,–,1023.3,0.0,2025-09-23
5:30 pm,15.8,11.6,51,SSE,17 9,–,1023.2,0.0,2025-09-23
5:00 pm,15.9,12.3,49,S,13 7,–,1023.2,0.0,2025-09-23
4:30 pm,16.3,12.2,45,SSW,15 8,–,1023.1,0.0,2025-09-23
4:00 pm,17.0,12.1,43,S,19 10,–,1023.1,0.0,2025-09-23
3:30 pm,17.5,13.2,38,S,15 8,–,1023.0,0.0,2025-09-23
3:00 pm,17.9,12.6,37,SSE,20 11,–,1023.4,0.0,2025-09-23
2:30 pm,18.0,12.0,38,SSE,24 13,–,1023.5,0.0,2025-09-23
2:00 pm,17.7,11.7,39,SSE,24 13,–,1023.9,0.0,2025-09-23
1:30 pm,17.7,12.1,39,S,22 12,–,1024.3,0.0,2025-09-23
1:00 pm,17.7,12.1,39,SSE,22 12,–,1024.8,0.0,2025-09-23
12:30 pm,17.4,12.5,41,S,19 10,–,1025.1,0.0,2025-09-23
12:00 pm,17.4,12.6,43,S,19 10,–,1025.4,0.0,2025-09-23
11:30 am,17.3,12.5,43,SSW,19 10,–,1025.7,0.0,2025-09-23
11:00 am,17.5,12.8,44,SSW,19 10,–,1025.8,0.0,2025-09-23
10:30 am,16.8,11.8,41,S,19 10,–,1026.0,0.0,2025-09-23
10:00 am,15.2,11.6,44,WSW,11 6,–,1026.3,0.0,2025-09-23
9:30 am,14.7,10.8,47,W,13 7,–,1026.3,0.0,2025-09-23
9:00 am,13.9,9.9,47,WSW,13 7,–,1026.5,2.2,2025-09-23
8:30 am,12.4,6.9,49,W,20 11,–,1026.3,2.2,2025-09-23
8:00 am,10.4,4.8,61,W,22 12,–,1026.2,2.2,2025-09-23
7:30 am,9.4,3.2,61,W,24 13,–,1026.1,2.2,2025-09-23
7:00 am,8.7,2.7,69,W,24 13,–,1025.8,2.2,2025-09-23
6:30 am,8.2,2.2,71,W,24 13,–,1025.7,2.2,2025-09-23
